"LocationHeirarchyKey","LocationID","LocationParentID","LocationReferenceCode","LocationReferenceDescription","ParentLocationReference","DIT_LocationHierarchyCode","LocationHierarchyDescription","DIT_ProjectRdCode","ProjectRdDescription","DIT_LocationCode","LocationCodeDescription","DIT_SubLocationCode","SubLocationCodeDescription","SiteIDLocationReference","Uniclass_CoCode","Uniclass_CoTitle","Uniclass_EnCode","Uniclass_EnTitle","Uniclass_SLCode","Uniclass_SLTitle","Modified","Modified By","ID"
"2FC","PY33D2","RK68V1","B003","Computer Equipment Room","F0392","F0392-B003","STSP Maintenance and Operations Compound (MOC);Computer Equipment Room","F0392","STSP Maintenance and Operations Compound (MOC);Computer Equipment Room","B003","Computer Equipment Room",,,"3923","Co_80_35_75","Road networks","En_80_35_77","Service area buildings","SL_90_90_77","Server rooms","16/04/2026 11:42 AM","John Marsden-T2D","765"
"2FC","UY94V2","RK68V1","B004","Tunnel Monitoring Facility","F0392","F0392-B004","STSP Maintenance and Operations Compound (MOC);Tunnel Monitoring Facility","F0392","STSP Maintenance and Operations Compound (MOC);Tunnel Monitoring Facility","B004","Tunnel Monitoring Facility",,,"3924","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_75_70","Control and management spaces","16/04/2026 11:42 AM","John Marsden-T2D","766"
"2FC","KU60G7","RK68V1","B002","Mobile Carrier Building","F0392","F0392-B002","STSP Maintenance and Operations Compound (MOC);Mobile Carrier Building","F0392","STSP Maintenance and Operations Compound (MOC);Mobile Carrier Building","B002","Mobile Carrier Building",,,"3922","Co_80_35_75","Road networks","En_75_10_90","Telecommunications buildings",,,"16/04/2026 11:42 AM","John Marsden-T2D","767"
"2FC","QA46S6","RK68V1","B006","Water Treatment Facility","F0392","F0392-B006","STSP Maintenance and Operations Compound (MOC);Water Treatment Facility","F0392","STSP Maintenance and Operations Compound (MOC);Water Treatment Facility","B006","Water Treatment Facility",,,"3926","Co_80_35_75","Road networks","En_50_75","Wastewater storage, treatment and disposal",,,"16/04/2026 11:42 AM","John Marsden-T2D","768"
"2FC","SY65B6","RK68V1","B008","Ventilation Facility","F0392","F0392-B008","STSP Maintenance and Operations Compound (MOC);Ventilation Facility","F0392","STSP Maintenance and Operations Compound (MOC);Ventilation Facility","B008","Ventilation Facility",,,"3928","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","9/07/2026 10:41 AM","Muhammad Abid-T2D","769"
"2FC","FT98D5","RK68V1","B009","Within MOC Facility Boundary","F0392","F0392-B009","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary","F0392","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary","B009","Within MOC Facility Boundary",,,"3929","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","16/04/2026 11:42 AM","John Marsden-T2D","770"
"3FC","AS12B2","KU60G7","S101","Mobile Carrier, Ground Floor Level (3.92.2.101)","B002","F0392-B002-S101","STSP Maintenance and Operations Compound (MOC);Mobile Carrier Building;Mobile Carrier, Ground Floor Level (3.92.2.101)","F0392","STSP Maintenance and Operations Compound (MOC);Mobile Carrier Building;Mobile Carrier, Ground Floor Level (3.92.2.101)","B002","Mobile Carrier Building","S101","Mobile Carrier, Ground Floor Level (3.92.2.101)","3922","Co_80_35_75","Road networks","En_75_10_90","Telecommunications buildings","SL_75_10","Communications spaces","16/04/2026 11:43 AM","John Marsden-T2D","771"
"3FC","AS12B5","KU60G7","S102","Gas Bottle Enclosure, Ground Floor Level (3.92.2.102)","B002","F0392-B002-S102","STSP Maintenance and Operations Compound (MOC);Mobile Carrier Building;Gas Bottle Enclosure, Ground Floor Level (3.92.2.102)","F0392","STSP Maintenance and Operations Compound (MOC);Mobile Carrier Building;Gas Bottle Enclosure, Ground Floor Level (3.92.2.102)","B002","Mobile Carrier Building","S102","Gas Bottle Enclosure, Ground Floor Level (3.92.2.102)","3922","Co_80_35_75","Road networks","En_75_10_90","Telecommunications buildings","SL_55_20_34","Gas storage spaces","16/04/2026 11:43 AM","John Marsden-T2D","772"
"3FC","OK72H2","HH70C0","S001","Cable Trench A, Basement Level (3.92.0.001)","B000","F0392-B000-S001","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (A);Cable Trench A, Basement Level (3.92.0.001)","F0392","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (A);Cable Trench A, Basement Level (3.92.0.001)","B000","Substation Building SS05 (A)","S001","Cable Trench A, Basement Level (3.92.0.001)","3920","Co_80_35_75","Road networks","En_70_30","Electrical power distribution entities","SL_70_20_89","Transmission cable section","16/04/2026 11:43 AM","John Marsden-T2D","773"
"3FC","RT26C3","HH70C0","S002","Cable Basement A, Basement Level (3.92.0.002)","B000","F0392-B000-S002","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (A);Cable Basement A, Basement Level (3.92.0.002)","F0392","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (A);Cable Basement A, Basement Level (3.92.0.002)","B000","Substation Building SS05 (A)","S002","Cable Basement A, Basement Level (3.92.0.002)","3920","Co_80_35_75","Road networks","En_70_30","Electrical power distribution entities","SL_70_20_89","Transmission cable section","16/04/2026 11:43 AM","John Marsden-T2D","774"
"3FC","SD63V7","HH70C0","S101","HV Switch A, Ground Level (3.92.0.101)","B000","F0392-B000-S101","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (A);HV Switch A, Ground Level (3.92.0.101)","F0392","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (A);HV Switch A, Ground Level (3.92.0.101)","B000","Substation Building SS05 (A)","S101","HV Switch A, Ground Level (3.92.0.101)","3920","Co_80_35_75","Road networks","En_70_30","Electrical power distribution entities","SL_90_90_85","Switch rooms","16/04/2026 11:43 AM","John Marsden-T2D","775"
"3FC","TD22J8","HH70C0","S102","Transformer Yard A, Ground Floor Level (3.92.0.102)","B000","F0392-B000-S102","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (A);Transformer Yard A, Ground Floor Level (3.92.0.102)","F0392","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (A);Transformer Yard A, Ground Floor Level (3.92.0.102)","B000","Substation Building SS05 (A)","S102","Transformer Yard A, Ground Floor Level (3.92.0.102)","3920","Co_80_35_75","Road networks","En_70_30","Electrical power distribution entities","SL_70_20_64 ","Power transformer equipment bay","16/04/2026 11:43 AM","John Marsden-T2D","776"
"3FC","GS81S3","HH70C0","S103","LV Switch A, Ground Floor Level (3.92.0.103)","B000","F0392-B000-S103","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (A);LV Switch A, Ground Floor Level (3.92.0.103)","F0392","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (A);LV Switch A, Ground Floor Level (3.92.0.103)","B000","Substation Building SS05 (A)","S103","LV Switch A, Ground Floor Level (3.92.0.103)","3920","Co_80_35_75","Road networks","En_70_30","Electrical power distribution entities","SL_90_90_85","Switch rooms","16/04/2026 11:43 AM","John Marsden-T2D","777"
"3FC","NA14O4","HH70C0","S104","Gas Bottle Enclosure, Ground Floor Level (3.92.0.104)","B000","F0392-B000-S104","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (A);Gas Bottle Enclosure, Ground Floor Level (3.92.0.104)","F0392","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (A);Gas Bottle Enclosure, Ground Floor Level (3.92.0.104)","B000","Substation Building SS05 (A)","S104","Gas Bottle Enclosure, Ground Floor Level (3.92.0.104)","3920","Co_80_35_75","Road networks","En_70_30","Electrical power distribution entities","SL_55_20_34","Gas storage spaces","16/04/2026 11:43 AM","John Marsden-T2D","778"
"3FC","NA14O5","HH70C0","S105","Cable Basement A Entry, Ground Floor Level (3.92.0.105)","B000","F0392-B000-S105","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (A);Cable Basement A Entry, Ground Floor Level (3.92.0.105)","F0392","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (A);Cable Basement A Entry, Ground Floor Level (3.92.0.105)","B000","Substation Building SS05 (A)","S105","Cable Basement A Entry, Ground Floor Level (3.92.0.105)","3920","Co_80_35_75","Road networks","En_70_30","Electrical power distribution entities","SL_90_20_27","Entry points","16/04/2026 11:43 AM","John Marsden-T2D","779"
"3FC","LE05S1","BR82S8","S001","Cable Basement B, Basement Level (3.92.5.001)","B005","F0392-B005-S001","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (B);Cable Basement B, Basement Level (3.92.5.001)","F0392","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (B);Cable Basement B, Basement Level (3.92.5.001)","B005","Substation Building SS05 (B)","S001","Cable Basement B, Basement Level (3.92.5.001)","3925","Co_80_35_75","Road networks","En_70_30","Electrical power distribution entities","SL_70_20_89","Transmission cable section","16/04/2026 11:44 AM","John Marsden-T2D","780"
"3FC","GO05X1","BR82S8","S002","Cable Trench B, Basement Level (3.92.5.002)","B005","F0392-B005-S002","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (B);Cable Trench B, Basement Level (3.92.5.002)","F0392","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (B);Cable Trench B, Basement Level (3.92.5.002)","B005","Substation Building SS05 (B)","S002","Cable Trench B, Basement Level (3.92.5.002)","3925","Co_80_35_75","Road networks","En_70_30","Electrical power distribution entities","SL_70_20_89","Transmission cable section","16/04/2026 11:44 AM","John Marsden-T2D","781"
"3FC","SF29G3","BR82S8","S101","HV Switch B, Ground Level (3.92.5.101)","B005","F0392-B005-S101","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (B);HV Switch B, Ground Level (3.92.5.101)","F0392","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (B);HV Switch B, Ground Level (3.92.5.101)","B005","Substation Building SS05 (B)","S101","HV Switch B, Ground Level (3.92.5.101)","3925","Co_80_35_75","Road networks","En_70_30","Electrical power distribution entities","SL_90_90_85","Switch rooms","16/04/2026 11:44 AM","John Marsden-T2D","782"
"3FC","IF99Z9","BR82S8","S102","Transformer Yard B, Ground Level (3.92.5.102)","B005","F0392-B005-S102","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (B);Transformer Yard B, Ground Level (3.92.5.102)","F0392","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (B);Transformer Yard B, Ground Level (3.92.5.102)","B005","Substation Building SS05 (B)","S102","Transformer Yard B, Ground Level (3.92.5.102)","3925","Co_80_35_75","Road networks","En_70_30","Electrical power distribution entities","SL_70_20_64 ","Power transformer equipment bay","16/04/2026 11:44 AM","John Marsden-T2D","783"
"3FC","TH08U8","BR82S8","S103","LV Switch B, Ground Floor Level (3.92.5.103)","B005","F0392-B005-S103","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (B);LV Switch B, Ground Floor Level (3.92.5.103)","F0392","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (B);LV Switch B, Ground Floor Level (3.92.5.103)","B005","Substation Building SS05 (B)","S103","LV Switch B, Ground Floor Level (3.92.5.103)","3925","Co_80_35_75","Road networks","En_70_30","Electrical power distribution entities","SL_90_90_85","Switch rooms","16/04/2026 11:44 AM","John Marsden-T2D","784"
"3FC","NA1417","BR82S8","S104","Cable Basement B Entry, Ground Floor Level (3.92.5.104)","B005","F0392-B005-S104","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (B);Cable Basement B Entry, Ground Floor Level (3.92.5.104)","F0392","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (B);Cable Basement B Entry, Ground Floor Level (3.92.5.104)","B005","Substation Building SS05 (B)","S104","Cable Basement B Entry, Ground Floor Level (3.92.5.104)","3925","Co_80_35_75","Road networks","En_70_30","Electrical power distribution entities","SL_90_20_27","Entry points","16/04/2026 11:44 AM","John Marsden-T2D","785"
"3FC","JM8456","UY94V2","S001","Sub Floor A, Basement Level (3.92.4.001)","B004","F0392-B004-S001","STSP Maintenance and Operations Compound (MOC);Tunnel Monitoring Facility;Sub Floor A, Basement Level (3.92.4.001)","F0392","STSP Maintenance and Operations Compound (MOC);Tunnel Monitoring Facility;Sub Floor A, Basement Level (3.92.4.001)","B004","Tunnel Monitoring Facility","S001","Sub Floor A, Basement Level (3.92.4.001)","3924","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_90_01","Access floor voids","16/04/2026 11:44 AM","John Marsden-T2D","787"
"3FC","BH85A2","UY94V2","S101","Meeting, Ground Floor Level (3.92.4.101)","B004","F0392-B004-S101","STSP Maintenance and Operations Compound (MOC);Tunnel Monitoring Facility;Meeting, Ground Floor Level (3.92.4.101)","F0392","STSP Maintenance and Operations Compound (MOC);Tunnel Monitoring Facility;Meeting, Ground Floor Level (3.92.4.101)","B004","Tunnel Monitoring Facility","S101","Meeting, Ground Floor Level (3.92.4.101)","3924","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_20_15_50","Meeting rooms","16/04/2026 11:44 AM","John Marsden-T2D","788"
"3FC","BH85A3","UY94V2","S102","Eating Facilities, Ground Floor Level (3.92.4.102)","B004","F0392-B004-S102","STSP Maintenance and Operations Compound (MOC);Tunnel Monitoring Facility;Eating Facilities, Ground Floor Level (3.92.4.102)","F0392","STSP Maintenance and Operations Compound (MOC);Tunnel Monitoring Facility;Eating Facilities, Ground Floor Level (3.92.4.102)","B004","Tunnel Monitoring Facility","S102","Eating Facilities, Ground Floor Level (3.92.4.102)","3924","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_40_20_42","Indoor dining rooms","16/04/2026 11:44 AM","John Marsden-T2D","789"
"3FC","BH85A4","UY94V2","S103","Corridor, Ground Floor Level (3.92.4.103)","B004","F0392-B004-S103","STSP Maintenance and Operations Compound (MOC);Tunnel Monitoring Facility;Corridor, Ground Floor Level (3.92.4.103)","F0392","STSP Maintenance and Operations Compound (MOC);Tunnel Monitoring Facility;Corridor, Ground Floor Level (3.92.4.103)","B004","Tunnel Monitoring Facility","S103","Corridor, Ground Floor Level (3.92.4.103)","3924","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_10_15","Corridors","16/04/2026 11:44 AM","John Marsden-T2D","790"
"3FC","BH85A5","UY94V2","S104","Accessible Change, Ground Floor Level (3.92.4.104)","B004","F0392-B004-S104","STSP Maintenance and Operations Compound (MOC);Tunnel Monitoring Facility;Accessible Change, Ground Floor Level (3.92.4.104)","F0392","STSP Maintenance and Operations Compound (MOC);Tunnel Monitoring Facility;Accessible Change, Ground Floor Level (3.92.4.104)","B004","Tunnel Monitoring Facility","S104","Accessible Change, Ground Floor Level (3.92.4.104)","3924","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_35_80_01","Accessible changing rooms","16/04/2026 11:44 AM","John Marsden-T2D","791"
"3FC","BH85A6","UY94V2","S105","Change Room, Ground Floor Level (3.92.4.105)","B004","F0392-B004-S105","STSP Maintenance and Operations Compound (MOC);Tunnel Monitoring Facility;Change Room, Ground Floor Level (3.92.4.105)","F0392","STSP Maintenance and Operations Compound (MOC);Tunnel Monitoring Facility;Change Room, Ground Floor Level (3.92.4.105)","B004","Tunnel Monitoring Facility","S105","Change Room, Ground Floor Level (3.92.4.105)","3924","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_35_80_01","Accessible changing rooms","16/04/2026 11:44 AM","John Marsden-T2D","792"
"3FC","BH85A7","UY94V2","S106","Tunnel Monitoring Facility, Ground Floor Level (3.92.4.106)","B004","F0392-B004-S106","STSP Maintenance and Operations Compound (MOC);Tunnel Monitoring Facility;Tunnel Monitoring Facility, Ground Floor Level (3.92.4.106)","F0392","STSP Maintenance and Operations Compound (MOC);Tunnel Monitoring Facility;Tunnel Monitoring Facility, Ground Floor Level (3.92.4.106)","B004","Tunnel Monitoring Facility","S106","Tunnel Monitoring Facility, Ground Floor Level (3.92.4.106)","3924","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_90_15","Control rooms","16/04/2026 11:44 AM","John Marsden-T2D","793"
"3FC","BH85A8","UY94V2","S107","Cleaners, Ground Floor Level (3.92.4.107)","B004","F0392-B004-S107","STSP Maintenance and Operations Compound (MOC);Tunnel Monitoring Facility;Cleaners, Ground Floor Level (3.92.4.107)","F0392","STSP Maintenance and Operations Compound (MOC);Tunnel Monitoring Facility;Cleaners, Ground Floor Level (3.92.4.107)","B004","Tunnel Monitoring Facility","S107","Cleaners, Ground Floor Level (3.92.4.107)","3924","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_50_16","Cleaners' stores","16/04/2026 11:45 AM","John Marsden-T2D","794"
"3FC","BH85B2","PY33D2","S101","Computer Equipment, Ground Floor Level (3.92.3.101)","B003","F0392-B003-S101","STSP Maintenance and Operations Compound (MOC);Computer Equipment Room;Computer Equipment, Ground Floor Level (3.92.3.101)","F0392","STSP Maintenance and Operations Compound (MOC);Computer Equipment Room;Computer Equipment, Ground Floor Level (3.92.3.101)","B003","Computer Equipment Room","S101","Computer Equipment, Ground Floor Level (3.92.3.101)","3923","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_75_70","Control and management spaces","16/04/2026 11:46 AM","John Marsden-T2D","796"
"3FC","BH85B3","QA46S6","S101","Water Treatment Plant (3.92.6.101)","B006","F0392-B006-S101","STSP Maintenance and Operations Compound (MOC);Water Treatment Facility;Water Treatment Plant (3.92.6.101)","F0392","STSP Maintenance and Operations Compound (MOC);Water Treatment Facility;Water Treatment Plant (3.92.6.101)","B006","Water Treatment Facility","S101","Water Treatment Plant (3.92.6.101)","3926","Co_80_35_75","Road networks","En_50_75","Wastewater storage, treatment and disposal","SL_50_70","Drainage treatment and disposal spaces","16/04/2026 11:46 AM","John Marsden-T2D","797"
"3FC","BH85F1","FT98D5","S911","External - Ventilation Building (3.92.9.911)","B009","F0392-B009-S911","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Ventilation Building (3.92.9.911)","F0392","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Ventilation Building (3.92.9.911)","B009","Within MOC Facility Boundary","S911","External - Ventilation Building (3.92.9.911)","3929","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","16/04/2026 11:47 AM","John Marsden-T2D","798"
"3FC","BH85F2","FT98D5","S912","External - Ventilation Building (3.92.9.912)","B009","F0392-B009-S912","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Ventilation Building (3.92.9.912)","F0392","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Ventilation Building (3.92.9.912)","B009","Within MOC Facility Boundary","S912","External - Ventilation Building (3.92.9.912)","3929","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","16/04/2026 11:47 AM","John Marsden-T2D","799"
"3FC","BH85F3","FT98D5","S913","External - Ventilation Building (3.92.9.913)","B009","F0392-B009-S913","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Ventilation Building (3.92.9.913)","F0392","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Ventilation Building (3.92.9.913)","B009","Within MOC Facility Boundary","S913","External - Ventilation Building (3.92.9.913)","3929","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","16/04/2026 11:47 AM","John Marsden-T2D","800"
"3FC","BH85F6","FT98D5","S901","External - Perimeter Screen (3.92.9.901)","B009","F0392-B009-S901","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Perimeter Screen (3.92.9.901)","F0392","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Perimeter Screen (3.92.9.901)","B009","Within MOC Facility Boundary","S901","External - Perimeter Screen (3.92.9.901)","3929","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","16/04/2026 11:47 AM","John Marsden-T2D","802"
"3FC","BH85F7","FT98D5","S902","External - Mobile Carrier Building (3.92.9.902)","B009","F0392-B009-S902","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Mobile Carrier Building (3.92.9.902)","F0392","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Mobile Carrier Building (3.92.9.902)","B009","Within MOC Facility Boundary","S902","External - Mobile Carrier Building (3.92.9.902)","3929","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","16/04/2026 11:47 AM","John Marsden-T2D","803"
"3FC","BH85F8","FT98D5","S903","External - Substation Building A (3.92.9.903)","B009","F0392-B009-S903","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Substation Building A (3.92.9.903)","F0392","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Substation Building A (3.92.9.903)","B009","Within MOC Facility Boundary","S903","External - Substation Building A (3.92.9.903)","3929","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","16/04/2026 11:47 AM","John Marsden-T2D","804"
"3FC","BH85F9","FT98D5","S904","External - Tunnel Monitoring Facility (3.92.9.904)","B009","F0392-B009-S904","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Tunnel Monitoring Facility (3.92.9.904)","F0392","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Tunnel Monitoring Facility (3.92.9.904)","B009","Within MOC Facility Boundary","S904","External - Tunnel Monitoring Facility (3.92.9.904)","3929","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","16/04/2026 11:47 AM","John Marsden-T2D","805"
"3FC","BH85G1","FT98D5","S905","External - Substation Building B (3.92.9.905)","B009","F0392-B009-S905","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Substation Building B (3.92.9.905)","F0392","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Substation Building B (3.92.9.905)","B009","Within MOC Facility Boundary","S905","External - Substation Building B (3.92.9.905)","3929","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","16/04/2026 11:47 AM","John Marsden-T2D","806"
"3FC","BH85G2","FT98D5","S906","External - Substation (3.92.9.906)","B009","F0392-B009-S906","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Substation (3.92.9.906)","F0392","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Substation (3.92.9.906)","B009","Within MOC Facility Boundary","S906","External - Substation (3.92.9.906)","3929","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","16/04/2026 11:47 AM","John Marsden-T2D","807"
"3FC","BH85G3","FT98D5","S907","External - Substation Building A (3.92.9.907)","B009","F0392-B009-S907","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Substation Building A (3.92.9.907)","F0392","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Substation Building A (3.92.9.907)","B009","Within MOC Facility Boundary","S907","External - Substation Building A (3.92.9.907)","3929","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","16/04/2026 11:47 AM","John Marsden-T2D","808"
"3FC","BH85G4","FT98D5","S908","External - Substation Building B (3.92.9.908)","B009","F0392-B009-S908","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Substation Building B (3.92.9.908)","F0392","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Substation Building B (3.92.9.908)","B009","Within MOC Facility Boundary","S908","External - Substation Building B (3.92.9.908)","3929","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","16/04/2026 11:47 AM","John Marsden-T2D","809"
"3FC","BH85G5","FT98D5","S909","External - MOC Compound (3.92.9.909)","B009","F0392-B009-S909","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - MOC Compound (3.92.9.909)","F0392","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - MOC Compound (3.92.9.909)","B009","Within MOC Facility Boundary","S909","External - MOC Compound (3.92.9.909)","3929","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","16/04/2026 11:47 AM","John Marsden-T2D","810"
"3FC","BH85G6","FT98D5","S910","External - Loading Dock (3.92.9.910)","B009","F0392-B009-S910","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Loading Dock (3.92.9.910)","F0392","STSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Loading Dock (3.92.9.910)","B009","Within MOC Facility Boundary","S910","External - Loading Dock (3.92.9.910)","3929","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","16/04/2026 11:47 AM","John Marsden-T2D","811"
"3FC","BH85A1","BR82S8","S301","Roof, Lower Roof Level, Substation Building (B) (3.92.5.301)","B005","F0392-B005-S301","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (B);Roof, Lower Roof Level, Substation Building (B) (3.92.5.301)","F0392","STSP Maintenance and Operations Compound (MOC);Substation Building SS05 (B);Roof, Lower Roof Level, Substation Building (B) (3.92.5.301)","B005","Substation Building SS05 (B)","S301","Roof, Lower Roof Level, Substation Building (B) (3.92.5.301)","3925","Co_80_35_75","Road networks","En_70_30","Electrical power distribution entities","SL_90_60_72","Roof surface spaces","16/04/2026 11:44 AM","John Marsden-T2D","812"
"3FC","BH85C2","SY65B6","S101","Fan Room, Ground Floor Level (3.92.8.101)","B008","F0392-B008-S101","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Fan Room, Ground Floor Level (3.92.8.101)","F0392","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Fan Room, Ground Floor Level (3.92.8.101)","B008","Ventilation Facility","S101","Fan Room, Ground Floor Level (3.92.8.101)","3928","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_55_65","Ventilation and air conditioning spaces","15/04/2026 1:56 PM","John Marsden-T2D","813"
"3FC","BH85C3","SY65B6","S102","Store Room, Ground Floor Level (3.92.8.102)","B008","F0392-B008-S102","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Store Room, Ground Floor Level (3.92.8.102)","F0392","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Store Room, Ground Floor Level (3.92.8.102)","B008","Ventilation Facility","S102","Store Room, Ground Floor Level (3.92.8.102)","3928","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_50_84 ","Storage Rooms","15/04/2026 1:56 PM","John Marsden-T2D","814"
"3FC","BH85C4","SY65B6","S103","Electrical Equipment Room, Ground Floor Level (3.92.8.103)","B008","F0392-B008-S103","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Electrical Equipment Room, Ground Floor Level (3.92.8.103)","F0392","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Electrical Equipment Room, Ground Floor Level (3.92.8.103)","B008","Ventilation Facility","S103","Electrical Equipment Room, Ground Floor Level (3.92.8.103)","3928","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","15/04/2026 1:56 PM","John Marsden-T2D","815"
"3FC","BH85C5","SY65B6","S104","Cable Reticulation A, Ground Floor Level (3.92.8.104)","B008","F0392-B008-S104","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Cable Reticulation A, Ground Floor Level (3.92.8.104)","F0392","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Cable Reticulation A, Ground Floor Level (3.92.8.104)","B008","Ventilation Facility","S104","Cable Reticulation A, Ground Floor Level (3.92.8.104)","3928","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_70_20_89","Transmission cable section","15/04/2026 1:56 PM","John Marsden-T2D","816"
