"LocationHeirarchyKey","LocationID","LocationParentID","LocationReferenceCode","LocationReferenceDescription","ParentLocationReference","DIT_LocationHierarchyCode","LocationHierarchyDescription","DIT_ProjectRdCode","ProjectRdDescription","DIT_LocationCode","LocationCodeDescription","DIT_SubLocationCode","SubLocationCodeDescription","SiteIDLocationReference","Uniclass_CoCode","Uniclass_CoTitle","Uniclass_EnCode","Uniclass_EnTitle","Uniclass_SLCode","Uniclass_SLTitle","Modified","Modified By","ID"
"2","SF01Y3","ZL00P6","L281","Between Off-ramp underpass to Richmond Road (BR13) & Richmond Rd  (MC3E)","62050","62050-L281","North South Motorway, NorthBound Off-ramp to Richmond Road (Via Deacon Avenue);Between Off-ramp underpass to Richmond Road (BR13) & Richmond Rd  (MC3E)","62050","North South Motorway, NorthBound Off-ramp to Richmond Road (Via Deacon Avenue)","L281","Between Off-ramp underpass to Richmond Road (BR13) & Richmond Rd  (MC3E)",,,"2281","Co_80_35_75","Road networks","En_80_35_01","Access roads","SL_80_35_80","Slip road carriageways","17/11/2025 3:02 PM","John Marsden-T2D","78"
"2","XC18J8","MM06K2","N406","Richmond Road Intersection","62043","62043-N406","South Road;Richmond Road Intersection","62043","South Road","N406","Richmond Road Intersection",,,"2406","Co_80_35_75","Road networks","En_80_35_74","Roads","SL_80_35_42","Intersections","23/05/2025 10:35 AM","Tay, Bryan","79"
"2","LD20R2","MM06K2","L244","Between Richmond Rd & Everard Ave (MC43/MC47)","62043","62043-L244","South Road;Between Richmond Rd & Everard Ave (MC43/MC47)","62043","South Road","L244","Between Richmond Rd & Everard Ave (MC43/MC47)",,,"2440","Co_80_35_75","Road networks","En_80_35_74","Roads","SL_80_35_74","Road sections","23/05/2025 10:35 AM","Tay, Bryan","80"
"2B","KM21Q1","MM06K2","N271","Active Transport Crossing (ATC) Bridge at Richmond Primary School (BR16)","62043","62043-N271","South Road;Active Transport Crossing (ATC) Bridge at Richmond Primary School (BR16)","62043","South Road","N271","Active Transport Crossing (ATC) Bridge at Richmond Primary School (BR16)",,,"271","Co_80","Transport complexes","En_80_94_30","Fixed bridges",,,"23/05/2025 10:35 AM","Tay, Bryan","81"
"2","BA95Z7","MM06K2","N407","Barwell Avenue & Everard Avenue Intersection","62043","62043-N407","South Road;Barwell Avenue & Everard Avenue Intersection","62043","South Road","N407","Barwell Avenue & Everard Avenue Intersection",,,"2407","Co_80_35_75","Road networks","En_80_35_74","Roads","SL_80_35_42","Intersections","23/05/2025 10:35 AM","Tay, Bryan","82"
"2","HU61U9","MM06K2","L242","Between Everard Avenue & Anzac Hwy (MC42/MC46)","62043","62043-L242","South Road;Between Everard Avenue & Anzac Hwy (MC42/MC46)","62043","South Road","L242","Between Everard Avenue & Anzac Hwy (MC42/MC46)",,,"2420-2421","Co_80_35_75","Road networks","En_80_35_74","Roads","SL_80_35_74","Road sections","10/04/2026 11:26 AM","John Marsden-T2D","83"
"2B","WN52T3","MM06K2","N272","Active Transport Crossing (ATC) Bridge at Tennyson Centre Day Hospital and Herbert Road (BR17)","62043","62043-N272","South Road;Active Transport Crossing (ATC) Bridge at Tennyson Centre Day Hospital and Herbert Road (BR17)","62043","South Road","N272","Active Transport Crossing (ATC) Bridge at Tennyson Centre Day Hospital and Herbert Road (BR17)",,,"272","Co_80","Transport complexes","En_80_94_30","Fixed bridges",,,"23/05/2025 10:35 AM","Tay, Bryan","84"
"2C","PN45D7","MM06K2","N273","Brown Hill Creek Culvert (BR18)","62043","62043-N273","South Road;Brown Hill Creek Culvert (BR18)","62043","South Road","N273","Brown Hill Creek Culvert (BR18)",,,"273","Co_50_35_85","Surface water collection networks","En_32_95_16","Complex culverts",,,"23/05/2025 10:35 AM","Tay, Bryan","85"
"2","LU36E1","MM06K2","N408","Anzac Highway and South Road Instersection","62043","62043-N408","South Road;Anzac Highway and South Road Instersection","62043","South Road","N408","Anzac Highway and South Road Instersection",,,"2408","Co_80_35_75","Road networks","En_80_35_74","Roads","SL_80_35_42","Intersections","23/05/2025 10:35 AM","Tay, Bryan","86"
"2","KN32U7","MM06K2","L471","Between Anzac Highway & Cross Road (MC41/MC45)","62043","62043-L471","South Road;Between Anzac Highway & Cross Road (MC41/MC45)","62043","South Road","L471","Between Anzac Highway & Cross Road (MC41/MC45)",,,"3470-3471","Co_80_35_75","Road networks","En_80_35_74","Roads","SL_80_35_74","Road sections","10/04/2026 11:27 AM","John Marsden-T2D","87"
"2B","MG57R7","MM06K2","N370","Active Transport Crossing (ATC) Bridge at Black Forest Primary School (BR21)","62043","62043-N370","South Road;Active Transport Crossing (ATC) Bridge at Black Forest Primary School (BR21)","62043","South Road","N370","Active Transport Crossing (ATC) Bridge at Black Forest Primary School (BR21)",,,"370","Co_80","Transport complexes","En_80_94_30","Fixed bridges",,,"23/05/2025 10:35 AM","Tay, Bryan","88"
"2","GG74J5","MM06K2","N340","Cross Road Intersection","62043","62043-N340","South Road;Cross Road Intersection","62043","South Road","N340","Cross Road Intersection",,,"3400","Co_80_35_75","Road networks","En_80_35_74","Roads","SL_80_35_42","Intersections","23/05/2025 10:35 AM","Tay, Bryan","89"
"2","EU09Z0","MM06K2","L472","Between Cross Road & Edward Street (MC41/MC45)","62043","62043-L472","South Road;Between Cross Road & Edward Street (MC41/MC45)","62043","South Road","L472","Between Cross Road & Edward Street (MC41/MC45)",,,"3472","Co_80_35_75","Road networks","En_80_35_74","Roads","SL_80_35_74","Road sections","23/05/2025 10:35 AM","Tay, Bryan","90"
"2","ES71T7","MM06K2","N341","Edward Street Intersection","62043","62043-N341","South Road;Edward Street Intersection","62043","South Road","N341","Edward Street Intersection",,,"3401","Co_80_35_75","Road networks","En_80_35_74","Roads","SL_80_35_42","Intersections","23/05/2025 10:35 AM","Tay, Bryan","91"
"2","RE83E5","MM06K2","L473","Between Edward Street & Price Street (MC41/MC45)","62043","62043-L473","South Road;Between Edward Street & Price Street (MC41/MC45)","62043","South Road","L473","Between Edward Street & Price Street (MC41/MC45)",,,"3473","Co_80_35_75","Road networks","En_80_35_74","Roads","SL_80_35_74","Road sections","23/05/2025 10:35 AM","Tay, Bryan","92"
"2","ON14W0","MM06K2","N402","Price Street Intersection","62043","62043-N402","South Road;Price Street Intersection","62043","South Road","N402","Price Street Intersection",,,"3402","Co_80_35_75","Road networks","En_80_35_74","Roads","SL_80_35_42","Intersections","23/05/2025 10:35 AM","Tay, Bryan","93"
"2","WR40F9","MM06K2","L474","Between Price Street & Daws Street (MC41/MC45)","62043","62043-L474","South Road;Between Price Street & Daws Street (MC41/MC45)","62043","South Road","L474","Between Price Street & Daws Street (MC41/MC45)",,,"3474","Co_80_35_75","Road networks","En_80_35_74","Roads","SL_80_35_74","Road sections","23/05/2025 10:35 AM","Tay, Bryan","94"
"2","CI83U9","MM06K2","N342","Daws Street Intersection","62043","62043-N342","South Road;Daws Street Intersection","62043","South Road","N342","Daws Street Intersection",,,"3403","Co_80_35_75","Road networks","En_80_35_74","Roads","SL_80_35_42","Intersections","23/05/2025 10:35 AM","Tay, Bryan","95"
"2","ZA09K2","MM06K2","L348","Between Daws Street & Celtic Avenue (MC11, MC12)","62043","62043-L348","South Road;Between Daws Street & Celtic Avenue (MC11, MC12)","62043","South Road","L348","Between Daws Street & Celtic Avenue (MC11, MC12)",,,"3480","Co_80_35_75","Road networks","En_80_35_74","Roads","SL_80_35_74","Road sections","25/08/2025 2:20 PM","Tay, Bryan","96"
"2B","ZZ94K3","MM06K2","N371","Active Transport Crossing (ATC) Bridge at St Bernadettes Primary School (BR22)","62043","62043-N371","South Road;Active Transport Crossing (ATC) Bridge at St Bernadettes Primary School (BR22)","62043","South Road","N371","Active Transport Crossing (ATC) Bridge at St Bernadettes Primary School (BR22)",,,"371","Co_80","Transport complexes","En_80_94_30","Fixed bridges",,,"23/05/2025 10:35 AM","Tay, Bryan","97"
"2B","RM10N6","EM88F2","N296","Taylors Bridge (over River Torrens, Karrawirra Parri) on North South Motorway (BR02)","06203","06203-N296","North South Motorway;Taylors Bridge (over River Torrens, Karrawirra Parri) on North South Motorway (BR02)","06203","North South Motorway","N296","Taylors Bridge (over River Torrens, Karrawirra Parri) on North South Motorway (BR02)",,,"2962","Co_80_35_75","Road networks","En_80_94_30","Fixed bridges",,,"27/04/2026 10:48 AM","John Marsden-T2D","100"
"2P","WP98A4","EM88F2","N280","Northern Tunnel, Northern Portal (NTNP)","06203","06203-N280","North South Motorway;Northern Tunnel, Northern Portal (NTNP)","06203","North South Motorway","N280","Northern Tunnel, Northern Portal (NTNP)",,,"280","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_80_96","Tunnel and shaft spaces","25/06/2026 11:19 AM","Muhammad Abid-T2D","101"
"2","YK24R2","EM88F2","L960","North of River Torrens, Karrawirra Parri (MC01/MC02)","06203","06203-L960","North South Motorway;North of River Torrens, Karrawirra Parri (MC01/MC02)","06203","North South Motorway","L960","North of River Torrens, Karrawirra Parri (MC01/MC02)",,,"296","Co_80_35_75","Road networks","En_80_35_56","Motorways","SL_80_35","Road sections","24/10/2025 4:21 PM","John Marsden-T2D","102"
"2","JB97T5","EM88F2","L963","Between River Torrens & Northern Tunnel, Northern Portal (NTNP) (MC01/MC02)","06203","06203-L963","North South Motorway;Between River Torrens & Northern Tunnel, Northern Portal (NTNP) (MC01/MC02)","06203","North South Motorway","L963","Between River Torrens & Northern Tunnel, Northern Portal (NTNP) (MC01/MC02)",,,"296","Co_80_35_75","Road networks","En_80_35_56","Motorways","SL_80_35","Road sections","24/10/2025 4:21 PM","John Marsden-T2D","103"
"2T","LH67M9","EM88F2","L002","Northern Tunnels","06203","06203-L002","North South Motorway;Northern Tunnels","06203","North South Motorway","L002","Northern Tunnels",,,"2","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96",,"27/03/2026 11:48 AM","Bird, Cheyne","104"
"2P","FV60H7","EM88F2","N281","Northern Tunnel, Southern Portal (NTSP)","06203","06203-N281","North South Motorway;Northern Tunnel, Southern Portal (NTSP)","06203","North South Motorway","N281","Northern Tunnel, Southern Portal (NTSP)",,,"281","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_80_96",,"27/03/2026 11:48 AM","Bird, Cheyne","105"
"2","TZ24F0","EM88F2","L966","Open Motorway, Between Northern Tunnel, Southern Portal (NTSP) & Southern Tunnel, Northern Portal (STNP) (MC01/MC02)","06203","06203-L966","North South Motorway;Open Motorway, Between Northern Tunnel, Southern Portal (NTSP) & Southern Tunnel, Northern Portal (STNP) (MC01/MC02)","06203","North South Motorway","L966","Open Motorway, Between Northern Tunnel, Southern Portal (NTSP) & Southern Tunnel, Northern Portal (STNP) (MC01/MC02)",,,"296","Co_80_35_75","Road networks","En_80_35_56","Motorways","SL_80_35","Road sections","24/10/2025 4:21 PM","John Marsden-T2D","106"
"2B","ZA82L6","EM88F2","N273","Keswick Creek Aqueduct (BR09)","06203","06203-N273","North South Motorway;Keswick Creek Aqueduct (BR09)","06203","North South Motorway","N273","Keswick Creek Aqueduct (BR09)",,,"273","Co_50_35_85","Surface water collection networks","En_80_94_30","Fixed bridges",,,"27/03/2026 11:49 AM","Bird, Cheyne","107"
"2B","GP02U7","EM88F2","N274","Floodway Bridge at James Congdon Drive Bridge (over North South Motorway) (BR05)","06203","06203-N274","North South Motorway;Floodway Bridge at James Congdon Drive Bridge (over North South Motorway) (BR05)","06203","North South Motorway","N274","Floodway Bridge at James Congdon Drive Bridge (over North South Motorway) (BR05)",,,"274","Co_50_35_85","Surface water collection networks","En_80_94_30","Fixed bridges",,,"27/03/2026 11:49 AM","Bird, Cheyne","108"
"2P","FI17B3","EM88F2","N380","Southern Tunnel, Northern Portal (STNP)","06203","06203-N380","North South Motorway;Southern Tunnel, Northern Portal (STNP)","06203","North South Motorway","N380","Southern Tunnel, Northern Portal (STNP)",,,"380","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_80_96",,"27/03/2026 11:49 AM","Bird, Cheyne","109"
"2T","EK14W1","EM88F2","L003","Southern Tunnels","06203","06203-L003","North South Motorway;Southern Tunnels","06203","North South Motorway","L003","Southern Tunnels",,,"3","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96",,"27/03/2026 11:49 AM","Bird, Cheyne","110"
"2P","AM29U9","EM88F2","N381","Southern Tunnel, Southern Portal (STSP)","06203","06203-N381","North South Motorway;Southern Tunnel, Southern Portal (STSP)","06203","North South Motorway","N381","Southern Tunnel, Southern Portal (STSP)",,,"381","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_80_96",,"27/03/2026 11:49 AM","Bird, Cheyne","111"
"2","MB14D7","EM88F2","L396","Between Southern Tunnel, Southern Portal (STSP) Tonsley & Brookman  (MC01/MC02)","06203","06203-L396","North South Motorway;Between Southern Tunnel, Southern Portal (STSP) Tonsley & Brookman  (MC01/MC02)","06203","North South Motorway","L396","Between Southern Tunnel, Southern Portal (STSP) Tonsley & Brookman  (MC01/MC02)",,,"396","Co_80_35_75","Road networks","En_80_35_56","Motorways","SL_80_35","Road sections","24/10/2025 4:21 PM","John Marsden-T2D","112"
"2","WN48U8","EM88F2","N970","Tonsley & Brookman Intersection","06203","06203-N970","North South Motorway;Tonsley & Brookman Intersection","06203","North South Motorway","N970","Tonsley & Brookman Intersection",,,"3970","Co_80_35_75","Road networks","En_80_35_56","Motorways","SL_80_35_42","Intersections","24/10/2025 4:21 PM","John Marsden-T2D","113"
"2","OW64E0","EM88F2","L961","South of Tonsley & Brookman (MC01/MC02)","06203","06203-L961","North South Motorway;South of Tonsley & Brookman (MC01/MC02)","06203","North South Motorway","L961","South of Tonsley & Brookman (MC01/MC02)",,,"396","Co_80_35_75","Road networks","En_80_35_56","Motorways","SL_80_35","Road sections","24/10/2025 4:21 PM","John Marsden-T2D","114"
"2","PK22H0","BU60X6","L962","North Motorway to Southern Expressway Transition  (MC01/MC02)","06780","06780-L962","Southern Expressway;North Motorway to Southern Expressway Transition  (MC01/MC02)","06780","Southern Expressway","L962","North Motorway to Southern Expressway Transition  (MC01/MC02)",,,"396","Co_80_35_75","Road networks","En_80_35_56","Motorways","SL_80_35","Road sections","24/10/2025 4:22 PM","John Marsden-T2D","115"
"2","CV51D9","EM88F2","L501","NorthBound On-ramp from Tonsley Boulevard (MC1A)","06203","06203-L501","North South Motorway;NorthBound On-ramp from Tonsley Boulevard (MC1A)","06203","North South Motorway","L501","NorthBound On-ramp from Tonsley Boulevard (MC1A)",,,"3501","Co_80_35_75","Road networks","En_80_35_01","Access roads","SL_80_35_80","Slip road carriageways","24/10/2025 4:21 PM","John Marsden-T2D","116"
"2","XT21L1","EM88F2","L511","SouthBound Off-ramp to Tonsley Boulevard (MC1B)","06203","06203-L511","North South Motorway;SouthBound Off-ramp to Tonsley Boulevard (MC1B)","06203","North South Motorway","L511","SouthBound Off-ramp to Tonsley Boulevard (MC1B)",,,"3511","Co_80_35_75","Road networks","En_80_35_01","Access roads","SL_80_35_80","Slip road carriageways","24/10/2025 4:21 PM","John Marsden-T2D","117"
"2FC","KF19E6","HI17L1","B001","Hydrocarbon Sump","F0280","F0280-B001","Northern Tunnel, Northern  Portal (NTNP);Hydrocarbon Sump","F0280","Northern Tunnel, Northern  Portal (NTNP);Hydrocarbon Sump","B001","Hydrocarbon Sump",,,"2801","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals",,"Drainage collection spaces","5/03/2026 2:30 PM","John Marsden-T2D","118"
"3FC","UB29T8","UK37L1","SB01","Sump Space","B001","F0281-B001-SB01","Northern Tunnel, Southern  Portal (NTSP);Hydrocarbon Sump;Sump Space","F0281","Northern Tunnel, Southern  Portal (NTSP);Hydrocarbon Sump;Sump Space","B001","Hydrocarbon Sump","SB01","Sump Space","2811","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_50_30","Drainage collection spaces","24/06/2026 12:26 PM","John Marsden-T2D","119"
"3SP","LH14U6","LH67M9","SL821","Northern Tunnel Sump, West Carriageway, Northbound","L002","06203-L002-SL821","North South Motorway;Northern Tunnels;Northern Tunnel Sump, West Carriageway, Northbound","06203","North South Motorway","L002","2821","SL821","Northern Tunnel Sump, West Carriageway, Northbound","2821","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_50_30","Drainage collection spaces","6/06/2025 4:32 PM","Tay, Bryan","120"
"3SP","DQ36S4","LH67M9","SL822","Northern Tunnel Sump, East Carriageway, Southbound","L002","06203-L002-SL822","North South Motorway;Northern Tunnels;Northern Tunnel Sump, East Carriageway, Southbound","06203","North South Motorway","L002","2822","SL822","Northern Tunnel Sump, East Carriageway, Southbound","2822","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_50_30","Drainage collection spaces","6/06/2025 4:32 PM","Tay, Bryan","121"
"3SP","TA68M7","LH67M9","SL823","Northern Tunnel Sump Invert, West Carriageway, Northbound","L002","06203-L002-SL823","North South Motorway;Northern Tunnels;Northern Tunnel Sump Invert, West Carriageway, Northbound","06203","North South Motorway","L002","2823","SL823","Northern Tunnel Sump Invert, West Carriageway, Northbound","2823","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_50_30","Drainage collection spaces","6/06/2025 4:32 PM","Tay, Bryan","122"
"3SP","WI05C2","LH67M9","SL824","Northern Tunnel Sump Invert, East Carriageway, Southbound","L002","06203-L002-SL824","North South Motorway;Northern Tunnels;Northern Tunnel Sump Invert, East Carriageway, Southbound","06203","North South Motorway","L002","2824","SL824","Northern Tunnel Sump Invert, East Carriageway, Southbound","2824","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_50_30","Drainage collection spaces","6/06/2025 4:32 PM","Tay, Bryan","123"
"3CW","PM27T0","LH67M9","SL001","Between NTNP & Cross Passage N01, West Carriageway, Northbound","L002","06203-L002-SL001","North South Motorway;Northern Tunnels;Between NTNP & Cross Passage N01, West Carriageway, Northbound","06203","North South Motorway","L002","2001","SL001","Between NTNP & Cross Passage N01, West Carriageway, Northbound","2001,2006","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_35_74","Road sections","16/04/2026 10:40 AM","John Marsden-T2D","124"
