"Asset Identifier (Label)","Managed","DIT_AssetType","AssetTypeRef","SiteID_Drawings","Manual_SiteID","AssetCapture","T2D_DisciplineCode","T2D_ClashGroup","Uniclass_EfCode","Uniclass_EfTitle","Uniclass_SsCode","Uniclass_SsTitle","Uniclass_PrCode","Uniclass_PrTitle","UniclassCodeKey","LocationHeirarchyKey","DIT_AssetClass","DIT_AssetComponent","Ausroads_Asset_Discipline","DIT_AssetCategory","ShapeField","Created By","MPDId","Compliance Asset Id","ID","Created","Modified","Modified By"
"(S) Thermal Detectors","Yes","TID","TID","Yes","No","Model","FD","346","EF_75_50_28","Fire and smoke detection and alarms","Ss_75_50_28_29","Fire detection and alarm systems","Pr_75_80_30_64","Point heat detectors","EF_75_50_28Ss_75_50_28_29Pr_75_80_30_64","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.05.20 Vehicle Detection System",,"Point Asset","Point","Basile, Rino",,,"571","19/06/2025 2:23 PM","20/05/2026 5:58 PM","Gunagi, Pooja"
"(S) Thermal ID Camera","Yes","CAM","CAM","Yes","Yes","Model","TT","251","EF_75_40_53","Monitoring","Ss_75_40_53_86","Surveillance CCTV systems","Pr_60_75_86","Surveillance cameras, monitors and ancillaries","EF_75_40_53Ss_75_40_53_86Pr_60_75_86","1; 2; 3","01.05 M&E","01.05.05.01.01 Automatic Vehicle Incident Detection Systems",,"Point Asset","Point","Tay, Bryan","752",,"226","13/05/2025 5:19 PM","1/06/2026 11:53 AM","Bird, Cheyne"
"(S) TIRTL Receiver","Yes","TLD","TLD","Yes","No","Model","TT","251","EF_75_30_35","Road signals and controls","Ss_75_70_90_96","Vehicle monitoring and management systems","Pr_70_75_72_01","Above-ground vehicle detection products","EF_75_30_35Ss_75_70_90_96Pr_70_75_72_01","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.05.20 Vehicle Detection System",,"Point Asset","Point","Tay, Bryan","751",,"225","13/05/2025 5:19 PM","20/05/2026 5:57 PM","Gunagi, Pooja"
"(S) TIRTL Transmitter","Yes","TLD","TLD","Yes","No","Model","TT","251","EF_75_30_35","Road signals and controls","Ss_75_70_90_96","Vehicle monitoring and management systems","Pr_70_75_72_01","Above-ground vehicle detection products","EF_75_30_35Ss_75_70_90_96Pr_70_75_72_01","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.05.20 Vehicle Detection System",,"Point Asset","Point","Tay, Bryan","750",,"224","13/05/2025 5:19 PM","20/05/2026 5:57 PM","Gunagi, Pooja"
"(S) TMV Wall Box (Thermostatic Mixing Valve)","Yes","PLB","TMV","No","No","Model","HY","374","EF_55_70","Water supply","Ss_55_70","Water distribution and supply systems","Pr_65_54_95_88","Thermostatic mixing valves","EF_55_70Ss_55_70Pr_65_54_95_88","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.04.05.01 Valves",,"Point Asset","Point","Tay, Bryan","942",,"417","13/05/2025 5:20 PM","20/05/2026 5:52 PM","Gunagi, Pooja"
"(S) Tolling Sign","Yes","SGN","SGN","Yes","No","Model","TT","250","Signage","Road signals and controls","Ss_75_30_35_86","Toll systems","Pr_40_10_77_85","Street signs","SignageSs_75_30_35_86Pr_40_10_77_85","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.01 Roads","01.01.02.01.03 Sign Face Plate",,"Point Asset","Point","Tay, Bryan","745",,"219","13/05/2025 5:19 PM","21/05/2026 10:14 AM","Muhammad Abid-T2D"
"(S) Trap Primer Valve","Yes","SLV","SLV","No","Yes","Model","HY","374","EF_55_70","Water supply","Ss_55_70","Water distribution and supply systems","Pr_65_54_95","Building services valves","EF_55_70Ss_55_70Pr_65_54_95","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.04.05.01 Valves",,"Point Asset",,"Basile, Rino","901",,"3713","18/06/2026 10:20 AM","18/06/2026 10:30 AM","Basile, Rino"
"(S) Tundish","No","N/A",,"No","No","N/A","HY","373","EF_50_30","Above-ground drainage collection","Ss_50_30_04","Above-ground wastewater drainage systems","Pr_65_52_61_91","Tundishes","EF_50_30Ss_50_30_04Pr_65_52_61_91","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.04.05.01 Valves",,,,"Tay, Bryan","943",,"418","13/05/2025 5:20 PM","20/05/2026 3:52 PM","Muhammad Abid-T2D"
"(S) UDB Switch Isolator/ Mech","Yes","USI","USI","Yes","No","Register","ME","371","EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_45","Low-voltage distribution systems","Pr_60_70_48_47","Low-voltage switch-disconnectors","EF_70_30_45Ss_70_30_45_45Pr_60_70_48_47","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.14 Isolation Breaker (LV)",,"Point Asset","Point","Bird, Cheyne",,,"3184","19/09/2025 4:00 PM","20/05/2026 4:10 PM","Gunagi, Pooja"
"(S) Variable Message Sign (VMS)","Yes","VMS","VMS","Yes","No","Model","TT","250","EF_75_30_35","Road signals and controls","Ss_75_30_35","Road signal and control systems","Pr_70_75_72_94","Variable message traffic signs","EF_75_30_35Ss_75_30_35Pr_70_75_72_94","1; 2; 2B; 3; 3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.05.09 Variable Message Signs (VMS)",,"Point Asset","Point","Tay, Bryan","744",,"218","13/05/2025 5:19 PM","29/06/2026 12:17 PM","Long, Mike"
"(S) Variable Speed Limit Sign (VSLS)","Yes","VSS","VSS","Yes","No","Model","TT","250","EF_75_30_35","Road signals and controls","Ss_75_30_35","Road signal and control systems","Pr_70_75_72","Road traffic and pedestrian control signals","EF_75_30_35Ss_75_30_35Pr_70_75_72","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.05.11 Variable Speed Limit Signs",,"Point Asset","Point","Tay, Bryan","743",,"217","13/05/2025 5:19 PM","20/05/2026 5:57 PM","Gunagi, Pooja"
"(S) Visual Alarm Device","Yes","VAD","VAD","Yes","No","Model","FD","346","EF_75_50_28","Fire and smoke detection and alarms","Ss_75_50_28_29","Fire detection and alarm systems","Pr_75_80_30_97","Visual alarm signal devices","EF_75_50_28Ss_75_50_28_29Pr_75_80_30_97","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.02.01.15 Alarm Signalling Equipment",,"Point Asset","Point","Basile, Rino",,,"3509","13/04/2026 10:25 AM","20/05/2026 5:58 PM","Gunagi, Pooja"
"(S) Volume Control Damper (VCD)","Yes","VCD","VCD","Yes","Yes","Unsure","ME","370","EF_75_70_52","Mechanical engineering services control and management","Ss_75_70_52","Mechanical engineering services control and management systems","Pr_65_65_24_95","Volume control dampers","EF_75_70_52Ss_75_70_52Pr_65_65_24_95","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.03.02.01 Motorised Relief Dampers",,"Point Asset","Point","Tay, Bryan","944",,"419","13/05/2025 5:20 PM","30/06/2026 5:49 PM","Zheng, Zach"
"(S) VRF Branch Splitter Box","Yes","SVS","ACU","Yes","No","Model","ME","371","EF_75_70_52","Mechanical engineering services control and management","Ss_60_60_70_94","Variable refrigerant flow (VRF) systems","Pr_70_65_03_94","Variable refrigerant flow (VRF) units","EF_75_70_52Ss_60_60_70_94Pr_70_65_03_94","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.15 Junction Box (LV)",,"Point Asset","Point","Tay, Bryan","945",,"420","13/05/2025 5:20 PM","20/05/2026 5:58 PM","Gunagi, Pooja"
"(S) Wall Light","Yes","GLT","GLT","Yes","No","Model","EL","368","EF_70_80","Lighting","Ss_70_80_33","General lighting systems","Pr_70_70_48_85","Surface luminaires","EF_70_80Ss_70_80_33Pr_70_70_48_85","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.06.01.13 General Lighting",,"Point Asset","Point","Tay, Bryan","957",,"432","13/05/2025 5:46 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"(S) Wall Mounted Fancoil Unit","Yes","FCU","FCU","Yes","Yes","Model","ME","371","EF_75_70_52","Mechanical engineering services control and management","Ss_75_70_52","Mechanical engineering services control and management systems","Pr_70_65_03_86","Split coil room air conditioning units","EF_75_70_52Ss_75_70_52Pr_70_65_03_86","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.04 Structures","01.04.04.02.04 HVAC & Exhaust Services",,"Point Asset","Point","Tay, Bryan","946",,"421","13/05/2025 5:20 PM","20/05/2026 5:35 PM","Gunagi, Pooja"
"(S) Water Meter","Yes","FMV","FMV","Yes","No","Model","HY","374","EF_55_70","Water supply","Ss_55_70","Water distribution and supply systems","Pr_80_51_51_97","Water meters","EF_55_70Ss_55_70Pr_80_51_51_97","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.13 Instrumentation & Meters (LV)",,"Point Asset","Point","Tay, Bryan","947",,"422","13/05/2025 5:20 PM","20/05/2026 5:35 PM","Gunagi, Pooja"
"(S) Water Tank","Yes","TNK","TNK","No","No","Model","FS","374","EF_55_30_96","Water firefighting supply","Ss_55_30_96","Water firefighting systems","Pr_60_50_96","Water storage products","EF_55_30_96Ss_55_30_96Pr_60_50_96","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.02.12.01 Fire water tank",,"Point Asset","Point","Basile, Rino",,,"3261","2/12/2025 8:20 AM","20/05/2026 5:58 PM","Gunagi, Pooja"
"(S) Water Tap","Yes","VLV","VLV","No","No","Model","HY","374","EF_55_70","Water supply","Ss_55_70","Water distribution and supply systems","Pr_40_20_87","Taps and water supply outlet fittings","EF_55_70Ss_55_70Pr_40_20_87","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.04.05.01 Valves & Actuators",,"Point Asset","Point","Tay, Bryan","951",,"426","13/05/2025 5:46 PM","20/05/2026 5:58 PM","Gunagi, Pooja"
"2 WAY SPLITTER","Yes","TWS","TWS","Yes","No","Unsure","WF",,"EF_75_10_21","Data distribution and telecommunications","Ss_75_10_21_21","Data distribution systems","Pr_60_75_08_78","Splitters","EF_75_10_21Ss_75_10_21_21Pr_60_75_08_78",,"01.05 M&E","01.05.05.02.01 Data communications Network",,"Point Asset",,"Mazarei, Ashkan (DIT)",,,"3511","13/04/2026 11:23 AM","20/05/2026 5:22 PM","Gunagi, Pooja"
"3-Way Monitored Valve","Yes","TMV","LHD","Yes","No","Unsure","FS",,"EF_55_30","Fire-extinguishing supply","Ss_55_30","Fire-extinguishing systems","Pr_65_54_30","Firefighting valves and devices","EF_55_30Ss_55_30Pr_65_54_30",,"01.05 M&E","01.05.04.05.01 Valves & Actuators",,"Point Asset","Point","James McKinlay-T2D",,,"2723","25/07/2025 3:13 PM","20/05/2026 5:21 PM","Gunagi, Pooja"
"A/B Transfer Switch","Yes","TFS","TFS","Yes","No","Unsure","RR",,"EF_75_10_21","Data distribution and telecommunications","Ss_75_10_21_21","Data distribution systems","Pr_70_75_69","Radio communications products","EF_75_10_21Ss_75_10_21_21Pr_70_75_69",,"01.05 M&E","01.05.05.02.01 Data communications Network",,"Point Asset",,"Mazarei, Ashkan (DIT)",,,"3373","17/02/2026 8:48 AM","20/05/2026 5:22 PM","Gunagi, Pooja"
"A/C Control Panel","Yes","ACP","ACP","Yes","No","Model","EL",,"EF_65_80","Air conditioning","Ss_65_80","Air conditioning systems","Pr_75_50_18_51","Mechanical services control panels","EF_65_80Ss_65_80Pr_75_50_18_51",,"01.05 M&E","01.05.03.04.01 Cross Passage Equipment Room Air Conditioning Units",,"Point Asset","Point","James McKinlay-T2D",,,"2824","25/07/2025 3:15 PM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"Abutment","Yes","ABT","ABT","No","No","Model","BR","120","EF_20_50_01","Abutments","Ss_20_50_10","Abutment systems","Pr_20_93_71","Retaining wall units","EF_20_50_01Ss_20_50_10Pr_20_93_71","3BAB","01.04 Structures","01.04.01.01.02 Abutment Structure",,"Point Asset","Point","Tay, Bryan","580",,"53","13/05/2025 5:16 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Access Ladder","No","N/A",,"N/A","No","N/A","AR","329","EF_35","Stairs and ramps","Ss_35_10_30","Fixed utilitarian access systems","Pr_25_30_85_02","Access ladders","EF_35Ss_35_10_30Pr_25_30_85_02","3FC","N/A","N/A",,,,"Tay, Bryan","972",,"453","14/05/2025 6:33 PM","20/05/2026 3:52 PM","Muhammad Abid-T2D"
"Access Ladder DU","No","N/A",,"N/A","No","N/A","DU","381","EF_35","Stairs and ramps","Ss_35_10_30","Fixed utilitarian access systems","Pr_25_30_85_02","Access ladders","EF_35Ss_35_10_30Pr_25_30_85_02","3FC","N/A","N/A",,,,"Phelan, David","838",,"3125","9/09/2025 2:28 PM","20/05/2026 3:53 PM","Muhammad Abid-T2D"
"Access Ladders","Yes","MAC","MAC","No","No","Model","MS","145","EF_35","Stairs and ramps","Ss_35_10_30","Fixed utilitarian access systems","Pr_25_30_85_02","Access ladders","EF_35Ss_35_10_30Pr_25_30_85_02","2; 2B; 1; 3SP; 3; 2CA","01.04 Structures","01.04.03.02.05 Maintenance Access Structures and Hatches",,"Point Asset","Point","Bird, Cheyne",,,"526","10/06/2025 11:33 AM","24/06/2026 12:41 PM","Muhammad Abid-T2D"
"Access Ladders CC","Yes","MAC","MAC","No","No","Model","CC","102","EF_35","Stairs and ramps","Ss_35_10_30","Fixed utilitarian access systems","Pr_25_30_85_02","Access ladders","EF_35Ss_35_10_30Pr_25_30_85_02",,"01.04 Structures","01.04.03.02.05 Maintenance Access Structures and Hatches ",,"Point Asset","Point","Dela Cruz, Cyrel",,,"3725","23/06/2026 11:37 AM","30/06/2026 3:32 PM","Bird, Cheyne"
"Access Platform","Yes","MAC","MAC","Yes","No","Model","MS","145","EF_40_40","Equipment","Ss_35_10_30_95","Working platform and walkway systems","Pr_20_85_65","Platform products","EF_40_40Ss_35_10_30_95Pr_20_85_65","1; 2; 2B; 3; 3SP","01.04 Structures","01.04.04.01.02 Gantry Access Structures and Ladders",,"Point Asset","Point","Bird, Cheyne",,,"593","2/07/2025 4:51 PM","1/06/2026 2:15 PM","Long, Mike"
"Access Platform CC","Yes","MAC","MAC","No","No","Model","CC","102","EF_40_40","Equipment","Ss_35_10_30_95","Working platform and walkway systems","Pr_20_85_65","Platform products","EF_40_40Ss_35_10_30_95Pr_20_85_65",,"01.04 Structures","01.04.04.01.02 Gantry Access Structures and Ladders",,"Point Asset","Point","Dela Cruz, Cyrel",,,"3618","7/05/2026 7:22 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Access Stairs","No","N/A",,"N/A","No","N/A","AR","334","EF_35_10","Stairs","Ss_35_10","Stair and ramp structure systems","Pr_25_30_85","Stair and ladder units","EF_35_10Ss_35_10Pr_25_30_85","3FC","N/A","N/A",,,,"Tay, Bryan","831",,"306","13/05/2025 5:19 PM","20/05/2026 3:52 PM","Muhammad Abid-T2D"
"Advanced Warning Signs","Yes","AWS","AWS","Yes","No","Model","TT",,"EF_40_10","Signage","Ss_75_30_35","Road signal and control systems","Pr_40_10_77_39","Illuminated warning signs","EF_40_10Ss_75_30_35Pr_40_10_77_39",,"01.05 M&E","01.05.05.05.15 Advanced Warning Signs",,"Point Asset","Point","James McKinlay-T2D",,,"2939","25/07/2025 3:16 PM","20/05/2026 5:36 PM","Gunagi, Pooja"
"AID VIDS / TIDS Camera","Yes","CAM","CAM","Yes","No","Model","TT",,"EF_75_40_53","Monitoring","Ss_75_40_53_86","Surveillance CCTV systems","Pr_60_75_86_30","Fixed cameras","EF_75_40_53Ss_75_40_53_86Pr_60_75_86_30","1; 2; 3","01.05 M&E","01.05.05.01.01 Automatic Vehicle Incident Detection Systems",,"Point Asset","Point","James McKinlay-T2D",,,"2931","25/07/2025 3:16 PM","20/05/2026 5:36 PM","Gunagi, Pooja"
"Air Circuit Breaker","No","ACB","ACB","No","No","Unsure","LV",,"EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_25","Electrical protection systems","Pr_65_72_27_02","Air circuit breakers","EF_70_30_45Ss_70_30_25Pr_65_72_27_02",,"01.05 M&E","01.05.01.01.04 Circuit Breaker Incoming (HV)",,"Point Asset","Point","James McKinlay-T2D",,,"2630","25/07/2025 3:12 PM","20/05/2026 4:53 PM","Gunagi, Pooja"
"Air Compressor (WTP)","Yes","CPA","CPA","Yes","No","Unsure","HY",,"EF_55_15","Water extraction and treatment","Ss_55_15","Water extraction, treatment and storage systems","Pr_65_67_16_02","Air compressors","EF_55_15Ss_55_15Pr_65_67_16_02",,"01.05 M&E","01.05.04.10.01 Water Treatment Plant",,"Point Asset","Point","James McKinlay-T2D",,,"2904","25/07/2025 3:16 PM","20/05/2026 4:54 PM","Gunagi, Pooja"
"Air Conditioning Unit","Yes","ACU","ACU","Yes","No","Model","ME",,"EF_65_80","Air conditioning","Ss_65_80","Air conditioning systems","Pr_70_65_03","Air conditioning units","EF_65_80Ss_65_80Pr_70_65_03",,"01.05 M&E","01.05.03.04.01 Cross Passage Equipment Room Air Conditioning Units",,"Point Asset","Point","James McKinlay-T2D",,,"2825","25/07/2025 3:15 PM","20/05/2026 5:36 PM","Gunagi, Pooja"
"Air Dryer (WTP)","Yes","DRY","DRY","Yes","No","Unsure","HY",,"EF_55_15","Water extraction and treatment","Ss_55_15","Water extraction, treatment and storage systems","Pr_65_67_16","Compressed air products","EF_55_15Ss_55_15Pr_65_67_16",,"01.05 M&E","01.05.04.10.01 Water Treatment Plant",,"Point Asset","Point","James McKinlay-T2D",,,"2905","25/07/2025 3:16 PM","20/05/2026 4:54 PM","Gunagi, Pooja"
"Air Filter","Yes","AFR","AFR","Yes","No","Model","VA",,"EF_65_80","Air conditioning","Ss_65_80","Air conditioning systems","Pr_65_57_02","Air filters","EF_65_80Ss_65_80Pr_65_57_02",,"01.05 M&E","01.04.04.02.04.02 HVAC Filter (Mechanical)",,"Point Asset","Point","James McKinlay-T2D",,,"2826","25/07/2025 3:15 PM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"Air Humidity Sensor","No","AHS","AHS","No","No","Unsure","VA",,"EF_65_80","Air conditioning","Ss_65_80","Air conditioning systems","Pr_75_50_76_71","Relative humidity sensors","EF_65_80Ss_65_80Pr_75_50_76_71",,"01.05 M&E","01.05.03.04.02 Room Temperature Sensors",,"Point Asset","Point","James McKinlay-T2D",,,"2827","25/07/2025 3:15 PM","20/05/2026 4:54 PM","Gunagi, Pooja"
"Air Pressure Transducer","No","APT","APT","No","No","Unsure","VA",,"EF_65","Ventilation and air conditioning functions","Ss_65","Ventilation and air conditioning systems","Pr_75_50_76_68","Pressure sensors","EF_65Ss_65Pr_75_50_76_68",,"01.05 M&E","01.05.03.05.01 Differential Pressure Switch",,"Point Asset","Point","James McKinlay-T2D",,,"2828","25/07/2025 3:15 PM","20/05/2026 4:54 PM","Gunagi, Pooja"
"Air Quality Sensor","Yes","AQS","AQS","Yes","No","Model","TV",,"EF_65_40_94","Vehicular space ventilation","Ss_65_40_94","Vehicular space ventilation systems","Pr_75_50_76_02","Air quality sensors","EF_65_40_94Ss_65_40_94Pr_75_50_76_02",,"01.05 M&E","01.05.05.03.02 Tunnel Air Quality Monitoring Equipment",,"Point Asset","Point","James McKinlay-T2D",,,"2829","25/07/2025 3:15 PM","1/06/2026 10:42 AM","Mazarei, Ashkan (DIT)"
"Air Quality Sensor - VSO","Yes","VQS","VQS","Yes","No","Model","TV",,"EF_65_40_94","Vehicular space ventilation","Ss_65_40_94_90","Tunnel ventilation systems","Pr_75_50_76_02","Air quality sensors","EF_65_40_94Ss_65_40_94_90Pr_75_50_76_02",,"01.05 M&E","N/A",,"Point Asset","Point","Mazarei, Ashkan (DIT)",,,"3270","9/12/2025 8:36 AM","21/05/2026 5:01 PM","James McKinlay-T2D"
"Air Relief Valve","Yes","ARV","ARV","Yes","No","Model","HY",,"EF_55_70","Water supply","Ss_55_70","Water distribution and supply systems","Pr_65_54_95_65","Pressure relief valves","EF_55_70Ss_55_70Pr_65_54_95_65",,"01.05 M&E","01.05.02.12.09 Deluge Pressure Relief Valve",,"Point Asset",,"James McKinlay-T2D",,,"2906","25/07/2025 3:16 PM","21/05/2026 3:42 PM","Muhammad Abid-T2D"
"Air Temperature Sensor/Transducer","Yes","TTS","TTS","Yes","No","Model","VA",,"EF_65_80","Air conditioning","Ss_65_80","Air conditioning systems","Pr_75_50_76_03","Air temperature sensors","EF_65_80Ss_65_80Pr_75_50_76_03",,"01.05 M&E","01.05.03.04.02 Room Temperature Sensors",,"Point Asset","Point","James McKinlay-T2D",,,"2830","25/07/2025 3:15 PM","21/05/2026 4:22 PM","Muhammad Abid-T2D"
"Air Velocity Sensor","Yes","AVS","AVS","Yes","No","Model","TV",,"EF_65_40_94","Vehicular space ventilation","Ss_65_40_94","Vehicular space ventilation systems","Pr_75_50_76_05","Air velocity sensors","EF_65_40_94Ss_65_40_94Pr_75_50_76_05",,"01.05 M&E","01.05.05.03.02 Tunnel Air Velocity Monitoring Equipment",,"Point Asset","Point","James McKinlay-T2D",,,"2831","25/07/2025 3:15 PM","1/06/2026 10:41 AM","Mazarei, Ashkan (DIT)"
"Air Vent Valve","No","AVV","AVV","No","No","Model","FS",,"EF_55_30","Fire-extinguishing supply","Ss_55_30","Fire-extinguishing systems","Pr_65_54_30","Firefighting valves and devices","EF_55_30Ss_55_30Pr_65_54_30",,"01.05 M&E","01.05.04.05.01 Valves & Actuators",,"Point Asset","Point","James McKinlay-T2D",,,"2724","25/07/2025 3:13 PM","20/05/2026 5:36 PM","Gunagi, Pooja"
"Air-Cooled Condenser (Outdoor Unit)","Yes","ACC","ACC","Yes","No","Model","VA",,"EF_65_80","Air conditioning","Ss_65_80","Air conditioning systems","Pr_70_65_03_02","Air-cooled condensing units","EF_65_80Ss_65_80Pr_70_65_03_02",,"01.05 M&E","01.04.04.02.04 HVAC & Exhaust Services",,"Point Asset","Point","James McKinlay-T2D",,,"2810","25/07/2025 3:14 PM","20/05/2026 2:36 PM","Bird, Cheyne"
"Alarm Bell and Beacon","N/A","ALB","ALB","No","No","Model","FD",,"EF_75_50_28","Fire and smoke detection and alarms","Ss_75_50_28_29","Fire detection and alarm systems","Pr_75_80_30","Fire detection and alarm devices and control equipment","EF_75_50_28Ss_75_50_28_29Pr_75_80_30",,"01.05 M&E","01.05.02.01.07 Alarm Bell and Beacon",,"Point Asset","Point","James McKinlay-T2D",,,"2671","25/07/2025 3:13 PM","20/05/2026 5:35 PM","Gunagi, Pooja"
"Alarm Signalling Equipment","No","FNI","FNI","No","No","Model","FD",,"EF_75_50_28","Fire and smoke detection and alarms","Ss_75_50_28_29","Fire detection and alarm systems","Pr_75_80_30","Fire detection and alarm devices and control equipment","EF_75_50_28Ss_75_50_28_29Pr_75_80_30",,"01.05 M&E","01.05.02.01.15 Alarm Signalling Equipment",,"Point Asset","Point","James McKinlay-T2D",,,"2695","25/07/2025 3:13 PM","20/05/2026 5:36 PM","Gunagi, Pooja"
"AM BYPASS","Yes","ABP","ABP","Yes","No","Unsure","RR",,"EF_75_10_21","Data distribution and telecommunications","Ss_75_10_21_21","Data distribution systems","Pr_70_75_69","Radio communications products","EF_75_10_21Ss_75_10_21_21Pr_70_75_69",,"01.05 M&E","01.05.05.02.01 Data communications Network",,"Point Asset",,"Mazarei, Ashkan (DIT)",,,"3368","17/02/2026 8:48 AM","20/05/2026 4:54 PM","Gunagi, Pooja"
"AM COUPLER","Yes","AMC","AMC","Yes","No","Unsure","RR",,"EF_75_10_21","Data distribution and telecommunications","Ss_75_10_21_21","Data distribution systems","Pr_70_75_69","Radio communications products","EF_75_10_21Ss_75_10_21_21Pr_70_75_69",,"01.05 M&E","01.05.05.02.01 Data communications Network",,"Point Asset",,"Mazarei, Ashkan (DIT)",,,"3379","17/02/2026 8:48 AM","20/05/2026 4:54 PM","Gunagi, Pooja"
"AM HEADEND","Yes","AHE","AHE","Yes","No","Unsure","RR",,"EF_75_10_21","Data distribution and telecommunications","Ss_75_10_21_21","Data distribution systems","Pr_70_75_69","Radio communications products","EF_75_10_21Ss_75_10_21_21Pr_70_75_69",,"01.05 M&E","01.05.05.02.01 Data communications Network",,"Point Asset",,"Mazarei, Ashkan (DIT)",,,"3353","17/02/2026 8:46 AM","20/05/2026 4:54 PM","Gunagi, Pooja"
