"Asset Identifier (Label)","Managed","DIT_AssetType","AssetTypeRef","SiteID_Drawings","Manual_SiteID","AssetCapture","T2D_DisciplineCode","T2D_ClashGroup","Uniclass_EfCode","Uniclass_EfTitle","Uniclass_SsCode","Uniclass_SsTitle","Uniclass_PrCode","Uniclass_PrTitle","UniclassCodeKey","LocationHeirarchyKey","DIT_AssetClass","DIT_AssetComponent","Ausroads_Asset_Discipline","DIT_AssetCategory","ShapeField","Created By","MPDId","Compliance Asset Id","ID","Created","Modified","Modified By"
"(S) Pipes_Water UW","Conditional","HPS","HPS","No","No","Model","UW",,"EF_55_70","Water supply","Ss_55_70_95","Water distribution network systems","Pr_65_52_63_17","Copper pipes","EF_55_70Ss_55_70_95Pr_65_52_63_17","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset","Line","Bird, Cheyne","921",,"3552","13/04/2026 5:46 PM","21/05/2026 3:47 PM","Muhammad Abid-T2D"
"(S) Pipes_Water_Condensate","Conditional","PCN","PCN","No","No","Model","ME","376","EF_65_80_12","Central air conditioning","Ss_65_80_05","Central air conditioning systems","Pr_65_52_63_17","Copper pipes","EF_65_80_12Ss_65_80_05Pr_65_52_63_17","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset","Line","Tay, Bryan","922",,"397","13/05/2025 5:20 PM","21/05/2026 4:22 PM","Muhammad Abid-T2D"
"(S) Pipes_Water_Refrigerant Liquid","Conditional","PRF","PRF","No","No","Model","ME","376","EF_65_80_12","Central air conditioning","Ss_65_80_05","Central air conditioning systems","Pr_65_52_63_17","Copper pipes","EF_65_80_12Ss_65_80_05Pr_65_52_63_17","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,"Point Asset","Line","Tay, Bryan","925",,"400","13/05/2025 5:20 PM","21/05/2026 4:22 PM","Muhammad Abid-T2D"
"(S) Point Smoke Detection unit","Yes","PSD","PSD","Yes","No","Model","FD","346","EF_75_50_28","Fire and smoke detection and alarms","Ss_75_50_28_29","Fire detection and alarm systems","Pr_75_80_30_59","Optical beam smoke detectors","EF_75_50_28Ss_75_50_28_29Pr_75_80_30_59","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.02.01.03 Optical Smoke Detection unit",,"Point Asset","Point","Tay, Bryan","912",,"387","13/05/2025 5:20 PM","21/05/2026 4:22 PM","Muhammad Abid-T2D"
"(S) Pole","Yes","TS","TS","Yes","No","Model","LV","252","EF_75_30_35","Road signals and controls","Ss_37_17_50","Mast and pole systems","Pr_20_85_50","Masts and poles","EF_75_30_35Ss_37_17_50Pr_20_85_50","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.05.21.01 Traffic Signal Lantern",,"Point Asset","Point","Tay, Bryan","761",,"235","13/05/2025 5:19 PM","20/05/2026 5:57 PM","Gunagi, Pooja"
"(S) Pole Mounted Luminaire","Yes","LLD","LLD","Yes","No","Model","LT","368","EF_70_80","Lighting","Ss_70_80_25_70","Roadway lighting systems","Pr_70_70_48_73","Road and amenity lighting luminaires","EF_70_80Ss_70_80_25_70Pr_70_70_48_73","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.06.01.08 Linear LED Luminaire",,"Point Asset","Point","Basile, Rino","697",,"3195","7/10/2025 10:25 AM","20/05/2026 5:45 PM","Gunagi, Pooja"
"(S) Portable Fire Extinguishers","Yes","PFE","PFE","Yes","No","Model","FD","348","EF_55_30","Fire-extinguishing supply","Ss_55_30_65_65","Portable fire extinguisher systems","Pr_40_50_28_64","Portable fire extinguishers","EF_55_30Ss_55_30_65_65Pr_40_50_28_64","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.02.06.01 Portable Fire Extinguishers",,"Point Asset","Point","Tay, Bryan","926",,"401","13/05/2025 5:20 PM","20/05/2026 5:52 PM","Gunagi, Pooja"
"(S) Power Supply Unit","Yes","PSU","PSU","Yes","No","Model","ID","372","EF_70_30_45","Low-voltage electricity distribution","Ss_70_10","Electrical power generation systems","Pr_60_70","Power supply products","EF_70_30_45Ss_70_10Pr_60_70","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.02.05.05 I/O Power Supplies<br>",,"Point Asset","Point","Basile, Rino",,,"3402","23/02/2026 8:05 AM","20/05/2026 5:53 PM","Gunagi, Pooja"
"(S) Pressure Reducing Valve - Fire","Yes","PRV","PRV","Yes","No","Model","FD","345","EF_55_30","Fire-extinguishing supply","Ss_55_30_98","Water fire suppression systems","Pr_65_54_95_66","Pressure-reducing valves","EF_55_30Ss_55_30_98Pr_65_54_95_66","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.04.05.01 Valves & Actuators",,"Point Asset","Point","Tay, Bryan","927",,"402","13/05/2025 5:20 PM","21/05/2026 4:22 PM","Muhammad Abid-T2D"
"(S) Pressure Reducing Valve - Water Main","Yes","PRV","PRV","No","No","Model","HY","374","EF_50_30","Above-ground drainage collection","Ss_55_70_95","Water distribution network systems","Pr_65_54_95_66","Pressure-reducing valves","EF_50_30Ss_55_70_95Pr_65_54_95_66","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.04.05.01 Valves & Actuators",,"Point Asset","Point","Tay, Bryan","928",,"403","13/05/2025 5:20 PM","21/05/2026 4:22 PM","Muhammad Abid-T2D"
"(S) Pressure Relief  Valve","Yes","PSV","PSV","No","No","N/A","FD","345","EF_55_30_98","Water fire suppression supply","Ss_55_30_98","Water fire suppression systems","Pr_65_54_95_65","Pressure relief valves","EF_55_30_98Ss_55_30_98Pr_65_54_95_65","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.02.12.09 Deluge Pressure Relief Valve",,"Point Asset","Point","Tay, Bryan","929",,"404","13/05/2025 5:20 PM","25/05/2026 11:31 AM","Basile, Rino"
"(S) Pressure Relief Damper","Yes","PDR","PDR","Yes","Yes","Model","ME","370","EF_65","Ventilation and air conditioning functions","Ss_65","Ventilation and air conditioning systems","Pr_65_65_24_68","Pressure relief dampers","EF_65Ss_65Pr_65_65_24_68","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.03.02.01 Motorised Relief Dampers",,"Point Asset","Point","Basile, Rino",,,"3322","28/01/2026 9:49 AM","30/06/2026 5:49 PM","Zheng, Zach"
"(S) Pressure Switch","Yes","PSW","PSW","No","No","Unsure","FD",,"EF_55_30","Fire-extinguishing supply","Ss_55_30","Fire-extinguishing systems","Pr_65_54_30","Firefighting valves and devices","EF_55_30Ss_55_30Pr_65_54_30",,"01.05 M&E","01.05.03.05.01 Differential Pressure Switch",,"Point Asset","Point","Basile, Rino",,,"3686","25/05/2026 11:27 AM","25/05/2026 11:29 AM","Basile, Rino"
"(S) Proposed ITS Trench Envelope","N/A","N/A",,"N/A","No","N/A","TT","255","N/A","N/A","N/A","N/A","N/A","N/A","N/AN/AN/A","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,,,"Tay, Bryan","771",,"245","13/05/2025 5:19 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"(S) PTZ Camera","Yes","CAM","CAM","Yes","Yes","Model","ID","356","EF_75_40_53","Monitoring","Ss_75_40_53_86","Surveillance CCTV systems","Pr_60_75_86_65","Internet protocol (IP) high-speed pan-tilt-zoom (PTZ) cameras","EF_75_40_53Ss_75_40_53_86Pr_60_75_86_65","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.01.10 Camera",,"Point Asset","Point","Tay, Bryan","847",,"322","13/05/2025 5:19 PM","20/05/2026 5:35 PM","Gunagi, Pooja"
"(S) PTZ Road Camera","Yes","CAM","CAM","Yes","Yes","Model","TT","251","EF_75_40_53","Monitoring","Ss_75_40_53_86","Surveillance CCTV systems","Pr_60_75_86_65","Internet protocol (IP) high-speed pan-tilt-zoom (PTZ) cameras","EF_75_40_53Ss_75_40_53_86Pr_60_75_86_65","1; 2; 3","01.05 M&E","01.05.05.01.10 Camera",,"Point Asset","Point","Tay, Bryan","754",,"228","13/05/2025 5:19 PM","1/06/2026 11:53 AM","Bird, Cheyne"
"(S) Push Button Door Release","Yes","EDS","EDS","Yes","No","Model","ID","372","EF_75_40_02","Access control","Ss_75_40_02","Access control systems","Pr_75_30_30_71","Request-to-exit buttons","EF_75_40_02Ss_75_40_02Pr_75_30_30_71","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.04.01 Public Address System",,"Point Asset","Point","Tay, Bryan","867",,"342","13/05/2025 5:19 PM","21/05/2026 3:47 PM","Muhammad Abid-T2D"
"(S) Rainwater Outlet","No","N/A",,"N/A","No","N/A","HY","374","EF_50_30","Above-ground drainage collection","Ss_50_30_02","Rainwater drainage systems","Pr_65_50_35_37","Gravity rainwater outlets","EF_50_30Ss_50_30_02Pr_65_50_35_37","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,,,"Tay, Bryan","930",,"405","13/05/2025 5:20 PM","20/05/2026 3:52 PM","Muhammad Abid-T2D"
"(S) Ramp Control Sign (RC1)","Yes","RC1","RC1","Yes","No","Model","TT","250","EF_75_30_35","Road signals and controls","Ss_40_10_90_72","Road traffic signage systems","Pr_70_75_72_94","Variable message traffic signs","EF_75_30_35Ss_40_10_90_72Pr_70_75_72_94","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.05.13 Ramp Control Sign",,"Point Asset","Point","Tay, Bryan","746",,"220","13/05/2025 5:19 PM","20/05/2026 5:51 PM","Gunagi, Pooja"
"(S) Ramp Control Sign (RC2)","Yes","RC2","RC2","Yes","No","Model","TT","250","EF_75_30_35","Road signals and controls","Ss_40_10_90_72","Road traffic signage systems","Pr_70_75_72_94","Variable message traffic signs","EF_75_30_35Ss_40_10_90_72Pr_70_75_72_94","1; 2; 3; 3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.05.13 Ramp Control Sign",,"Point Asset","Point","Tay, Bryan","746",,"3170","16/09/2025 4:17 PM","1/06/2026 1:23 PM","Long, Mike"
"(S) Ramp Control Sign (RC3)","Yes","RC3","RC3","Yes","No","Model","TT","250","EF_75_30_35","Road signals and controls","Ss_40_10_90_72","Road traffic signage systems","Pr_70_75_72_94","Variable message traffic signs","EF_75_30_35Ss_40_10_90_72Pr_70_75_72_94","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.05.13 Ramp Control Sign",,"Point Asset","Point","Tay, Bryan","746",,"3172","16/09/2025 4:17 PM","20/05/2026 5:52 PM","Gunagi, Pooja"
"(S) Reduced Pressure Zone Device (RPZD)","Yes","VLV","VLV","No","No","Model","HY","345","EF_55_70","Water supply","Ss_55_70","Water distribution and supply systems","Pr_65_54_94_72","Reduced pressure zone valves","EF_55_70Ss_55_70Pr_65_54_94_72","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.04.05.01 Valves",,"Point Asset","Point","Tay, Bryan","931",,"406","13/05/2025 5:20 PM","20/05/2026 5:58 PM","Gunagi, Pooja"
"(S) Reed Switch","Yes","EDS","EDS","Yes","No","Model","ID","372","EF_75_40_02","Access Control","Ss_75_40_02","Access control systems","Pr_75_51_17_50","Manual control switches","EF_75_40_02Ss_75_40_02Pr_75_51_17_50","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.04.01 Public Address System",,"Point Asset","Point","Basile, Rino",,,"525","10/06/2025 11:06 AM","21/05/2026 3:47 PM","Muhammad Abid-T2D"
"(S) Relay","Yes","RLY","RLY","Yes","No","Model","FD","350","EF_75_30_35","Road signals and controls","Ss_75_30_35","Road signal and control systems","Pr_70_75_70_80","Signalling relays","EF_75_30_35Ss_75_30_35Pr_70_75_70_80","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.02.08 Relay",,"Point Asset","Point","Basile, Rino",,,"3687","25/05/2026 11:30 AM","16/06/2026 1:10 PM","Basile, Rino"
"(S) Remote Display Unit","Yes","HMI","HMI","Yes","No","Model","ME","371","EF_40_40","Equipment","Ss_75_70","Control and management systems","Pr_75_50_18_41","Instrumetation, automation and control panels","EF_40_40Ss_75_70Pr_75_50_18_41","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.02.06 Human Machine Interface",,"Point Asset","Point","Basile, Rino",,,"3602","30/04/2026 8:35 AM","20/05/2026 5:45 PM","Gunagi, Pooja"
"(S) Remote I/O Module","Yes","RIM","RIM","No","Yes","Register","LV",,"EF_40_40","Equipment","Ss_75_70","Control and management systems","Pr_75_50_20_43","Input and output modules","EF_40_40Ss_75_70Pr_75_50_20_43",,"01.05 M&E","01.05.05.02.05 PMCS I/O Hardware",,"Point Asset","Point","Bird, Cheyne",,,"3700","1/06/2026 1:51 PM","3/06/2026 12:21 PM","Basile, Rino"
"(S) Remote Test Drain","No","N/A",,"N/A","No","N/A","FD","346","EF_75_50_28","Fire and smoke detection and alarms","Ss_75_50_28_29","Fire detection and alarm systems","Pr_65_54_94","Water supply and wastewater valves","EF_75_50_28Ss_75_50_28_29Pr_65_54_94","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,,,"Tay, Bryan","932",,"407","13/05/2025 5:20 PM","20/05/2026 3:52 PM","Muhammad Abid-T2D"
"(S) Road Lighting Switchboard","Yes","SWB","SWB","Yes","No","Model","LT",,"EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_45","Low-voltage distribution systems","Pr_60_70_22_46","Lighting distribution boxes","EF_70_30_45Ss_70_30_45_45Pr_60_70_22_46","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.20 Main LV Switchboard",,"Point Asset","Point","Bird, Cheyne",,,"3121","9/09/2025 11:27 AM","20/05/2026 5:58 PM","Gunagi, Pooja"
"(S) Road Safety Camera","Yes","RSC","RSC","Yes","Yes","Model","TT","251","EF_75_40_53","Monitoring","Ss_75_40_53_86","Surveillance CCTV systems","Pr_60_75_86_30","Fixed cameras","EF_75_40_53Ss_75_40_53_86Pr_60_75_86_30","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.05.01.10 Camera",,"Point Asset","Point","Tay, Bryan","753",,"227","13/05/2025 5:19 PM","20/05/2026 5:51 PM","Gunagi, Pooja"
"(S) Roof Intake/Discharge Cowl","Yes","VLU","VLU","Yes","Yes","Model","ME","369","EF_75_70_52","Mechanical engineering services control and management","Ss_65_40","Ventilation systems","Pr_70_65_04_77","Roof ventilator cowls","EF_75_70_52Ss_65_40Pr_70_65_04_77","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.03.06.01 Ventilation Louvers",,"Point Asset","Point","Tay, Bryan","933",,"408","13/05/2025 5:20 PM","11/06/2026 2:20 PM","Bird, Cheyne"
"(S) Room Temperature Sensors","Yes","RTS","RTS","Yes","No","Model","ME","371","EF_65_80","Air conditioning","Ss_65_80","Air conditioning systems","Pr_75_50_76_03","Air temperature sensors","EF_65_80Ss_65_80Pr_75_50_76_03","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.03.04.02 Room Temperature Sensors",,"Point Asset","Point","Basile, Rino",,,"3562","15/04/2026 2:24 PM","20/05/2026 5:53 PM","Gunagi, Pooja"
"(S) Security Enclosure/ External","Yes","SEE","SEE","Yes","No","Model","ID","372","EF_75_40_02","Access control","Ss_75_40_02","Access control systems","Pr_80_77_28","Equipment enclosures, cabinets, boxes and housings","EF_75_40_02Ss_75_40_02Pr_80_77_28","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.06 Control Panel - Lighting",,"Point Asset","Point","Basile, Rino",,,"3118","2/09/2025 8:48 AM","20/05/2026 5:52 PM","Gunagi, Pooja"
"(S) Sensor","Yes","SEN","SEN","No","No","Register","HY",,"EF_55_70","Water supply","Ss_55_70","Water distribution and supply systems","Pr_75_50_76","Sensors and detectors","EF_55_70Ss_55_70Pr_75_50_76","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.04.05.02 Sensors",,"Point Asset","Point","Basile, Rino",,,"3588","23/04/2026 4:46 PM","20/05/2026 4:10 PM","Gunagi, Pooja"
"(S) Server (Building Management System)","Yes","SRV","SRV","Yes","No","Model","EL","362","EF_75_70_52","Mechanical engineering services control and management","Ss_75_70_54_10","Building monitoring and management systems","Pr_75_50_18_41","Instrumentation, automation and control panels","EF_75_70_52Ss_75_70_54_10Pr_75_50_18_41","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.13 Instrumentation & Meters (LV)",,"Point Asset","Point","Basile, Rino",,,"3239","18/11/2025 2:01 PM","20/05/2026 5:58 PM","Gunagi, Pooja"
"(S) Sewer Reflux Valve","No","N/A",,"N/A","No","N/A","HY","373","EF_50_30","Above-ground drainage collection","Ss_50_30_04","Above-ground wastewater drainage systems","Pr_65_54_94","Water supply and wastewater valves","EF_50_30Ss_50_30_04Pr_65_54_94","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,,,"Tay, Bryan","934",,"409","13/05/2025 5:20 PM","20/05/2026 3:52 PM","Muhammad Abid-T2D"
"(S) Sewer Vent Cowl","No","N/A",,"N/A","No","N/A","HY","373","EF_50_30","Above-ground drainage collection","Ss_50_30_04","Above-ground wastewater drainage systems","Pr_65_52_03","Above-ground drainage pipes and fittings","EF_50_30Ss_50_30_04Pr_65_52_03","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,,,"Tay, Bryan","935",,"410","13/05/2025 5:20 PM","20/05/2026 3:52 PM","Muhammad Abid-T2D"
"(S) SHCIE Panel","Yes","SFIP","SFIP","Yes","No","Model","FD","350","EF_75_50_28","Fire and smoke detection and alarms","Ss_75_50_28_29","Fire detection and alarm systems","Pr_75_80_30_29","Fire alarm panels","EF_75_50_28Ss_75_50_28_29Pr_75_80_30_29","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.02.01.12 Fire Panel",,"Point Asset","Point","Basile, Rino",,,"3108","1/09/2025 9:51 AM","20/05/2026 5:52 PM","Gunagi, Pooja"
"(S) Solar - Inverter","Yes","INV","INV","Yes","No","Model","LV","361","EF_70_10_70","Renewable power generation","Ss_70_10_70","Renewable power generation systems","Pr_65_72_43_42","Inverters","EF_70_10_70Ss_70_10_70Pr_65_72_43_42","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.13 Instrumentation & Meters (LV)",,"Point Asset","Point","Basile, Rino",,,"3220","28/10/2025 4:49 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"(S) Solar Panels","Yes","PAN","PAN","No","No","Model","LV","361","EF_70_10_70","Renewable power generation","Ss_70_10_70_35","Grid-connected photovoltaic systems","Pr_60_70_65_63","Photovoltaic modules","EF_70_10_70Ss_70_10_70_35Pr_60_70_65_63","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.20 Main LV Switchboard",,"Point Asset","Point","Tay, Bryan","958",,"433","13/05/2025 5:47 PM","21/05/2026 4:22 PM","Muhammad Abid-T2D"
"(S) Solenoid Valve","Yes","SLV","SLV","No","No","Unsure","FD",,"EF_55_30","Fire-extinguishing supply","Ss_55_30","Fire-extinguishing systems","Pr_65_54_30_96","Fire suppression control valve sets","EF_55_30Ss_55_30Pr_65_54_30_96",,"01.05 M&E","01.05.04.05.01 Valves & Actuators",,"Point Asset",,"Basile, Rino",,,"3685","25/05/2026 11:24 AM","25/05/2026 11:25 AM","Basile, Rino"
"(S) Special Hazards Indication Panel","Yes","SHIP","SHIP","Yes","Yes","Model","FD","350","EF_75_50_28","Fire and smoke detection and alarms","Ss_75_50_28_29","Fire detection and alarm systems","Pr_75_50_18","Control and indicator panels","EF_75_50_28Ss_75_50_28_29Pr_75_50_18","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.02.01.12 Fire Panel",,"Point Asset","Point","Basile, Rino",,,"3398","19/02/2026 12:29 PM","21/05/2026 4:22 PM","Muhammad Abid-T2D"
"(S) Spread Footing","No","N/A",,"N/A","No","N/A","TT","253","EF_75_30_35","Road signals and controls","Ss_37_17_50_72","Road mast systems","Pr_20_85_13_32","Concrete foundation pads","EF_75_30_35Ss_37_17_50_72Pr_20_85_13_32","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","N/A","N/A",,,,"Tay, Bryan","762",,"236","13/05/2025 5:19 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"(S) Stop Gas Switch","Yes","GRW","GRW","Yes","No","Model","FD","348","EF_55_30_35","Gaseous fire-extinguishing supply","Ss_55_30_35","Gaseous fire-extinguishing systems","Pr_75_50_33_26","Gas fire-suppression emergency abort devices","EF_55_30_35Ss_55_30_35Pr_75_50_33_26","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.01.08 Switchboard and Cubicles (HV)",,"Point Asset","Point","Tay, Bryan","936",,"411","13/05/2025 5:20 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"(S) Strobe Light - Fire Detection","Yes","LST","LST","Yes","No","Model","FD","346","EF_75_50_28","Fire and smoke detection and alarms","Ss_75_50_28_29","Fire detection and alarm systems","Pr_75_80_30_97","Visual alarm signal devices","EF_75_50_28Ss_75_50_28_29Pr_75_80_30_97","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.06.01.06 Strobe Light",,"Point Asset","Point","Tay, Bryan","937",,"412","13/05/2025 5:20 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"(S) Strobe Light - Security","Yes","LST","LST","Yes","No","Model","ID","368","EF_75_40","Security","Ss_75_40_53","Monitoring systems","Pr_75_80_30_97","Visual alarm signal devices","EF_75_40Ss_75_40_53Pr_75_80_30_97","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.06.01.06 Strobe Light",,"Point Asset","Point","Tay, Bryan","864",,"339","13/05/2025 5:19 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"(S) Sub Fire Indication Panel","Yes","SFIP","SFIP","Yes","Yes","Model","FD","350","EF_75_50_28","Fire and smoke detection and alarms","Ss_75_50_28_29","Fire detection and alarm systems","Pr_75_50_18_31","Fire-suppression system indicator panels","EF_75_50_28Ss_75_50_28_29Pr_75_50_18_31","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.02.01.12 Fire Panel",,"Point Asset","Point","Tay, Bryan","938",,"413","13/05/2025 5:20 PM","20/05/2026 5:52 PM","Gunagi, Pooja"
"(S) Suppressant gas release solenoid valve ","Yes","GSV","GSV","Yes","No","Model","FD","348","EF_55_30_35","Gaseous fire-extinguishing supply","Ss_55_30_35","Gaseous fire-extinguishing systems","Pr_65_54_33_38","Gas solenoid valves","EF_55_30_35Ss_55_30_35Pr_65_54_33_38","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.02.07.03 Suppressant gas release solenoid valve ",,"Point Asset","Point","Tay, Bryan","939",,"414","13/05/2025 5:20 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"(S) Suppressant gas system - gas storage bottle","Yes","GSB","GSB","Yes","No","Model","FD","348","EF_55_30_35","Gaseous fire-extinguishing supply","Ss_55_30_35","Gaseous fire-extinguishing systems","Pr_60_50_33_48","Low-pressure fire-extinguishing gas storage cylinders","EF_55_30_35Ss_55_30_35Pr_60_50_33_48","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.02.07.05 Suppressant gas system - gas storage bottle",,"Point Asset","Point","Tay, Bryan","940",,"415","13/05/2025 5:20 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"(S) Supressant gas release nozzole - general","Yes","GDN","GDN","Yes","No","Model","FD","348","EF_55_30_35","Gaseous fire-extinguishing supply","Ss_55_30_35","Gaseous fire-extinguishing systems","Pr_70_55_33_36","Halocarbons and inert gas fire-extinguishing nozzles","EF_55_30_35Ss_55_30_35Pr_70_55_33_36","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.02.07.03 Suppressant gas release solenoid valve",,"Point Asset","Point","Tay, Bryan","941",,"416","13/05/2025 5:20 PM","21/05/2026 3:47 PM","Muhammad Abid-T2D"
"(S) Switchboard (LV) - Distribution Board (Essential)","Yes","EDB","EDB","Yes","Yes","Model","LV","362","EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_45","Low-voltage distribution systems","Pr_60_70_22_79","Slave distribution boxes","EF_70_30_45Ss_70_30_45_45Pr_60_70_22_79","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.09 Essential Electrical Distribution Board",,"Point Asset","Point","Tay, Bryan","858",,"333","13/05/2025 5:19 PM","20/05/2026 5:35 PM","Gunagi, Pooja"
"(S) Switchboard (LV) - Distribution Board (Essential-UPS)","Yes","UDB","UDB","Yes","Yes","Model","LV","362","EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_92","Uninterruptible power supply systems","Pr_60_70_22_79","Slave distribution boxes","EF_70_30_45Ss_70_30_45_92Pr_60_70_22_79","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.09 Essential Electrical Distribution Board",,"Point Asset","Point","Tay, Bryan","960",,"435","13/05/2025 5:47 PM","21/05/2026 4:22 PM","Muhammad Abid-T2D"
"(S) Switchboard (LV) - Distribution Board (Non-Essential)","Yes","NDB","NDB","Yes","Yes","Model","LV","362","EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_45","Low-voltage distribution systems","Pr_60_70_22_22","Distribution boards","EF_70_30_45Ss_70_30_45_45Pr_60_70_22_22","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.16 Non Essential Electrical Distribution Board",,"Point Asset","Point","Tay, Bryan","857",,"332","13/05/2025 5:19 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"(S) Switchboard (LV) - Main Distribution Board (MDB)","Yes","EDB","EDB","Yes","Yes","Model","LV","362","EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_45","Low-voltage distribution systems","Pr_60_70_22_22","Distribution boards","EF_70_30_45Ss_70_30_45_45Pr_60_70_22_22","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.09 Essential Electrical Distribution Board",,"Point Asset","Point","Tay, Bryan","856",,"331","13/05/2025 5:19 PM","20/05/2026 5:35 PM","Gunagi, Pooja"
"(S) Switchboard (LV) - Main Switchboard","Yes","MSB","MSB","Yes","Yes","Model","LV","362","EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_45","Low-voltage distribution systems","Pr_60_70_22_50","Master distribution boxes","EF_70_30_45Ss_70_30_45_45Pr_60_70_22_50","3FC; 1FC; 2FC; 3SP; 3SF; 3SG; 2P","01.05 M&E","01.05.01.03.25Main Switchboard",,"Point Asset","Point","Tay, Bryan","855",,"330","13/05/2025 5:19 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
